asset_id,asset_number,asset_type,asset_description,make,model,year,vin,address,city,state,estimated_value,condition,last_inspection_date
AST48153629,AN39376608,Property,Insured asset,Honda,Truck,2009,VIN61185821,660 Pine St,San Jose,TX,161263.21,Fair,2018-11-29
AST94788006,AN97130974,Vehicle,Insured asset,Toyota,Truck,2000,VIN03167478,506 Pine St,Dallas,FL,111996.46,Poor,2024-06-03
AST63863599,AN70145148,Equipment,Insured asset,Honda,ModelX,2010,VIN35030203,719 Pine St,Dallas,CA,119627.64,Fair,2022-11-28
AST65433670,AN91000427,Vehicle,Insured asset,Toyota,ModelY,2003,VIN96943485,605 Pine St,Seattle,CA,25881.86,Fair,2023-05-14
AST05778220,AN27461252,Equipment,Insured asset,N/A,Sedan,2006,VIN87713514,444 Pine St,Seattle,MA,159252.76,Fair,2025-03-22
AST14958693,AN82342380,Equipment,Insured asset,Ford,Truck,2021,VIN93026889,405 Pine St,Austin,FL,21145.98,Fair,2024-08-16
AST80574664,AN70859635,Property,Insured asset,Toyota,ModelY,2009,VIN18511954,156 Pine St,Miami,IL,218570.18,Good,2023-03-13
AST60762175,AN52488091,Vehicle,Insured asset,Toyota,Sedan,2017,VIN07254825,601 Pine St,Austin,CA,218436.52,Excellent,2018-06-26
AST90212113,AN50445017,Equipment,Insured asset,N/A,ModelX,2022,VIN50742735,505 Pine St,San Jose,NY,128357.24,Good,2021-02-04
AST83089577,AN97290131,Vehicle,Insured asset,Toyota,ModelY,2017,VIN71030027,324 Pine St,Boston,WA,54346.07,Good,2022-12-31
AST24343414,AN81780691,Vehicle,Insured asset,Toyota,ModelX,2024,VIN10964801,236 Pine St,Dallas,TX,121948.71,Excellent,2021-11-02
AST03984685,AN35569801,Property,Insured asset,N/A,ModelX,2003,VIN34003125,124 Pine St,Miami,IL,209254.8,Excellent,2019-06-09
AST22017645,AN19730579,Property,Insured asset,Honda,Truck,2009,VIN22069724,567 Pine St,San Jose,TX,157739.54,Excellent,2022-02-15
AST09951485,AN38818285,Property,Insured asset,N/A,ModelY,1999,VIN37738094,410 Pine St,San Jose,NY,6986.25,Poor,2024-08-17
AST91284918,AN75432809,Vehicle,Insured asset,N/A,Truck,2010,VIN40580101,144 Pine St,San Jose,FL,27455.8,Fair,2023-07-16
AST28321377,AN37707446,Equipment,Insured asset,N/A,Sedan,2014,VIN09786004,611 Pine St,San Jose,WA,132060.89,Poor,2019-03-10
AST03201331,AN90576359,Vehicle,Insured asset,Toyota,ModelX,2021,VIN40875158,734 Pine St,Chicago,TX,143462.1,Excellent,2025-01-24
AST47422342,AN52466339,Property,Insured asset,N/A,Sedan,1997,VIN90922515,931 Pine St,Chicago,MA,209972.94,Excellent,2019-10-12
AST13245809,AN70680986,Vehicle,Insured asset,Honda,Truck,2002,VIN46940191,538 Pine St,Miami,MA,211651.67,Excellent,2020-11-30
AST47241177,AN98711884,Vehicle,Insured asset,Toyota,ModelX,2008,VIN07757755,578 Pine St,Boston,FL,224114.27,Fair,2024-09-20
AST90086274,AN52618237,Vehicle,Insured asset,Ford,ModelX,2002,VIN26925441,891 Pine St,San Jose,FL,22418.49,Excellent,2022-04-16
AST69301675,AN46093074,Equipment,Insured asset,Ford,Sedan,2003,VIN59871933,992 Pine St,Boston,MA,177399.24,Good,2023-02-28
AST44867868,AN06675663,Vehicle,Insured asset,Honda,Sedan,1996,VIN09103137,692 Pine St,San Jose,MA,25894.04,Fair,2019-01-31
AST65283583,AN19223175,Vehicle,Insured asset,Honda,Sedan,1999,VIN69797527,525 Pine St,San Jose,TX,196804.12,Poor,2022-10-15
AST33410192,AN85186871,Equipment,Insured asset,Toyota,Truck,2004,VIN62244123,793 Pine St,San Jose,IL,133743.96,Poor,2025-11-22
AST04563340,AN05954540,Vehicle,Insured asset,Honda,ModelY,2001,VIN21991229,888 Pine St,Austin,WA,241890.11,Excellent,2024-09-21
AST08485971,AN59120738,Vehicle,Insured asset,Toyota,Truck,2023,VIN50594427,870 Pine St,Miami,CA,161275.29,Excellent,2024-04-22
AST76135384,AN49191522,Vehicle,Insured asset,Ford,ModelY,2019,VIN26586720,148 Pine St,Dallas,IL,188729.47,Poor,2019-12-12
AST80014242,AN81631638,Property,Insured asset,N/A,ModelX,2023,VIN38297805,821 Pine St,Boston,WA,76918.13,Excellent,2023-07-19
AST73566829,AN71484113,Vehicle,Insured asset,Toyota,Truck,2004,VIN74320378,738 Pine St,Seattle,CA,222633.41,Excellent,2018-04-17
AST06988690,AN52911524,Vehicle,Insured asset,Toyota,ModelY,1996,VIN04733351,860 Pine St,Seattle,CA,59918.8,Good,2025-12-31
AST94367388,AN98204563,Vehicle,Insured asset,Toyota,ModelY,2005,VIN29271504,427 Pine St,Miami,FL,136542.35,Excellent,2024-05-14
AST36462973,AN15289017,Property,Insured asset,Honda,ModelY,2003,VIN25547065,422 Pine St,Dallas,IL,147923.92,Good,2018-03-13
AST92858934,AN37901388,Vehicle,Insured asset,N/A,ModelY,2001,VIN43246027,254 Pine St,Chicago,TX,52426.23,Fair,2025-01-31
AST98285550,AN28392144,Property,Insured asset,Honda,Truck,2015,VIN43475010,368 Pine St,Miami,FL,15660.81,Excellent,2019-07-02
AST85606587,AN86150410,Property,Insured asset,Honda,Sedan,2004,VIN78808069,574 Pine St,Dallas,TX,211119.18,Poor,2020-04-21
AST36852081,AN60894250,Vehicle,Insured asset,Toyota,ModelX,1999,VIN71877629,868 Pine St,Austin,WA,127457.79,Excellent,2021-10-11
AST27037631,AN97223517,Property,Insured asset,Honda,ModelX,1995,VIN66080169,354 Pine St,Chicago,WA,67164.73,Excellent,2019-10-26
AST18469363,AN81147419,Property,Insured asset,Honda,Sedan,2024,VIN86438976,586 Pine St,Seattle,MA,176964.11,Poor,2019-10-10
AST71267943,AN39333566,Equipment,Insured asset,Ford,Sedan,2002,VIN03818091,590 Pine St,Seattle,MA,102483.46,Good,2019-01-07
AST08851401,AN85279358,Vehicle,Insured asset,Ford,ModelX,2015,VIN23062027,791 Pine St,Dallas,NY,218798.94,Good,2019-02-08
AST83046531,AN76518587,Property,Insured asset,Toyota,Truck,2015,VIN06330138,681 Pine St,Dallas,NY,80457.13,Excellent,2021-07-10
AST56189021,AN82841112,Vehicle,Insured asset,Ford,ModelY,1996,VIN18380162,402 Pine St,Miami,FL,34776.93,Excellent,2024-03-27
AST78739103,AN35017480,Vehicle,Insured asset,Toyota,Truck,2016,VIN78218005,204 Pine St,Austin,NY,7520.06,Excellent,2021-01-11
AST57174485,AN87584838,Vehicle,Insured asset,Ford,Sedan,1995,VIN88548226,979 Pine St,Austin,FL,155700.79,Excellent,2020-11-11
AST49188070,AN93303346,Vehicle,Insured asset,Toyota,Sedan,2009,VIN77996617,446 Pine St,Austin,NY,184547.57,Excellent,2025-03-24
AST15814328,AN30234909,Property,Insured asset,Honda,ModelY,1999,VIN44219664,650 Pine St,Chicago,FL,45522.13,Excellent,2020-02-04
AST10975256,AN50474884,Equipment,Insured asset,N/A,ModelY,2013,VIN83267287,711 Pine St,Seattle,WA,43137.28,Poor,2019-06-21
AST24581068,AN43292936,Equipment,Insured asset,N/A,Truck,2005,VIN05612874,479 Pine St,Dallas,IL,133058.73,Poor,2018-11-03
AST34454804,AN89706115,Property,Insured asset,Ford,Sedan,2014,VIN21833625,367 Pine St,Boston,WA,121207.2,Good,2024-05-10
AST49811620,AN85780586,Equipment,Insured asset,Ford,Sedan,2005,VIN91875600,687 Pine St,Seattle,NY,125551.65,Poor,2022-03-01
AST27739671,AN45151302,Vehicle,Insured asset,Toyota,Truck,2025,VIN36342548,486 Pine St,San Jose,NY,229427.67,Poor,2018-08-14
AST68547410,AN53202494,Equipment,Insured asset,Ford,Sedan,2010,VIN56951451,613 Pine St,Dallas,NY,212123.28,Excellent,2022-02-21
AST00722805,AN02592303,Equipment,Insured asset,Ford,ModelY,2019,VIN28332360,438 Pine St,Austin,WA,222505.38,Poor,2023-05-13
AST04382323,AN47932442,Equipment,Insured asset,Toyota,ModelY,2008,VIN97333572,806 Pine St,Boston,NY,157334.11,Good,2022-01-05
AST30067008,AN30831507,Vehicle,Insured asset,Honda,Sedan,2001,VIN37801875,961 Pine St,Seattle,TX,53180.21,Fair,2024-09-30
AST02958065,AN61632854,Vehicle,Insured asset,Toyota,ModelX,2006,VIN26230795,302 Pine St,Miami,MA,229587.48,Excellent,2023-10-02
AST49011420,AN10358735,Property,Insured asset,Honda,Truck,2025,VIN43358467,235 Pine St,San Jose,IL,42216.35,Excellent,2022-10-15
AST39468352,AN89388443,Equipment,Insured asset,Toyota,Truck,2011,VIN98257552,949 Pine St,Austin,FL,183205.37,Excellent,2023-08-06
AST15644291,AN24847016,Equipment,Insured asset,N/A,Sedan,2019,VIN71992902,895 Pine St,San Jose,CA,153533.99,Poor,2018-07-30
AST00802650,AN09169303,Property,Insured asset,N/A,ModelY,2010,VIN34663696,330 Pine St,Chicago,FL,136417.46,Good,2021-07-22
AST11898262,AN27839047,Vehicle,Insured asset,Ford,Truck,1995,VIN14025019,234 Pine St,San Jose,IL,210302.37,Excellent,2023-09-27
AST30717144,AN83343622,Equipment,Insured asset,Toyota,Sedan,2012,VIN04428717,578 Pine St,Austin,WA,157827.39,Fair,2018-08-05
AST39255347,AN42871105,Equipment,Insured asset,Honda,Truck,2004,VIN01722349,473 Pine St,Seattle,CA,120894.36,Excellent,2019-02-16
AST59313729,AN04955766,Vehicle,Insured asset,Ford,ModelY,1997,VIN85727361,357 Pine St,Seattle,CA,178558.5,Excellent,2020-01-22
AST43236025,AN19387215,Vehicle,Insured asset,Toyota,ModelX,2008,VIN81319172,163 Pine St,San Jose,TX,111015.74,Excellent,2025-07-13
AST47184331,AN36274727,Property,Insured asset,N/A,ModelX,2020,VIN41943906,461 Pine St,San Jose,NY,65265.1,Poor,2021-12-07
AST14746408,AN53782281,Property,Insured asset,N/A,Truck,1998,VIN00424237,553 Pine St,Austin,MA,85465.77,Poor,2020-12-15
AST43779527,AN64720208,Property,Insured asset,Ford,Truck,1995,VIN02936593,992 Pine St,Miami,CA,151797.93,Poor,2020-01-29
AST13296141,AN10652002,Equipment,Insured asset,Honda,Truck,2014,VIN78430381,629 Pine St,Austin,IL,218310.62,Fair,2021-01-30
AST32520524,AN91226004,Property,Insured asset,Honda,ModelX,2012,VIN80325674,804 Pine St,Dallas,WA,17959.55,Excellent,2018-06-05
AST65808327,AN96457506,Vehicle,Insured asset,Toyota,Truck,2024,VIN07126743,479 Pine St,Miami,TX,160695.07,Poor,2022-07-26
AST08534540,AN54870117,Vehicle,Insured asset,Ford,ModelX,2008,VIN94770817,439 Pine St,Chicago,MA,230912.7,Fair,2023-07-06
AST53480771,AN92046345,Property,Insured asset,Honda,ModelY,2012,VIN97316281,521 Pine St,San Jose,IL,121700.8,Poor,2024-06-07
AST19108240,AN41764780,Property,Insured asset,N/A,Truck,2009,VIN80150098,874 Pine St,Seattle,WA,82846.92,Poor,2021-08-25
AST08265903,AN73867184,Equipment,Insured asset,N/A,ModelX,2025,VIN65892987,747 Pine St,Chicago,NY,96749.39,Fair,2019-11-11
AST90431705,AN05494078,Property,Insured asset,Toyota,Truck,2004,VIN05935630,833 Pine St,San Jose,CA,215421.66,Excellent,2025-07-09
AST49526566,AN13624171,Vehicle,Insured asset,Toyota,ModelX,2011,VIN34476144,332 Pine St,Seattle,FL,68506.56,Excellent,2024-10-15
AST77668148,AN60740084,Equipment,Insured asset,Honda,Sedan,2009,VIN29202974,604 Pine St,San Jose,WA,8876.24,Good,2024-03-28
AST47879597,AN65182436,Equipment,Insured asset,N/A,Sedan,1999,VIN00190033,398 Pine St,Austin,IL,194858.13,Fair,2024-09-21
AST65211507,AN08638210,Equipment,Insured asset,Toyota,Sedan,2006,VIN66918260,907 Pine St,Seattle,CA,241718.67,Good,2019-09-04
AST00430330,AN14770589,Vehicle,Insured asset,Toyota,Sedan,2012,VIN77893838,259 Pine St,Seattle,WA,102675.18,Fair,2022-04-22
AST88440327,AN80461195,Vehicle,Insured asset,N/A,ModelY,2024,VIN30121566,476 Pine St,Austin,MA,86264.25,Excellent,2023-04-14
AST78452504,AN42623160,Equipment,Insured asset,Honda,Sedan,2004,VIN56904354,398 Pine St,Boston,IL,124323.47,Excellent,2024-12-13
AST63068766,AN31335336,Property,Insured asset,Ford,Truck,2022,VIN33409486,848 Pine St,Boston,IL,120031.62,Good,2018-10-23
AST29199222,AN73878606,Property,Insured asset,Ford,Truck,2010,VIN92809665,220 Pine St,San Jose,CA,106156.77,Good,2019-07-26
AST24528862,AN30118544,Equipment,Insured asset,Toyota,Sedan,2005,VIN81266262,599 Pine St,Chicago,MA,158999.35,Excellent,2024-03-28
AST98911080,AN44084042,Equipment,Insured asset,N/A,ModelY,2009,VIN48976975,356 Pine St,Seattle,IL,185638.06,Good,2022-04-14
AST25972787,AN05718937,Property,Insured asset,Ford,ModelX,2007,VIN91761443,585 Pine St,Chicago,FL,80208.76,Excellent,2018-06-29
AST06144536,AN43771452,Equipment,Insured asset,Ford,Sedan,2016,VIN75026240,573 Pine St,Seattle,WA,28350.07,Excellent,2018-01-18
AST13387778,AN21793138,Equipment,Insured asset,Honda,ModelY,2019,VIN27809922,523 Pine St,Austin,CA,180962.43,Poor,2018-04-25
AST76761666,AN04754788,Property,Insured asset,N/A,ModelX,1996,VIN17189226,726 Pine St,Miami,FL,128403.24,Good,2022-10-03
AST29223782,AN67707460,Vehicle,Insured asset,Toyota,Sedan,2022,VIN85013067,275 Pine St,Dallas,MA,31720.97,Fair,2020-06-16
AST28843161,AN67919367,Vehicle,Insured asset,N/A,ModelY,2004,VIN63606394,611 Pine St,Austin,NY,229931.22,Fair,2023-09-22
AST91395600,AN13538947,Property,Insured asset,Ford,ModelY,2009,VIN93756117,377 Pine St,Dallas,IL,194214.83,Poor,2019-02-18
AST06943966,AN31397690,Vehicle,Insured asset,Honda,Sedan,2003,VIN36652524,287 Pine St,Seattle,NY,244217.4,Fair,2024-08-27
AST19719449,AN41891024,Equipment,Insured asset,Ford,ModelY,1998,VIN28159352,524 Pine St,Seattle,MA,223078.94,Good,2020-07-31
AST42580485,AN10467927,Vehicle,Insured asset,Honda,ModelX,2018,VIN11344529,342 Pine St,Boston,CA,126245.62,Fair,2021-07-20
AST62020872,AN87541900,Property,Insured asset,N/A,Truck,1999,VIN82614679,422 Pine St,San Jose,NY,205469.29,Fair,2021-04-17
AST65106038,AN88455836,Equipment,Insured asset,N/A,ModelY,1997,VIN15709533,553 Pine St,Seattle,NY,34240.92,Fair,2023-04-30
AST51985388,AN76683363,Property,Insured asset,Ford,Truck,1997,VIN62415837,383 Pine St,Seattle,IL,152874.06,Good,2025-03-05
AST89169131,AN40279803,Equipment,Insured asset,Toyota,Sedan,2019,VIN30148504,756 Pine St,Chicago,CA,187937.48,Poor,2019-06-03
AST31521142,AN12804192,Equipment,Insured asset,Toyota,ModelX,2008,VIN09768809,510 Pine St,Miami,MA,67911.68,Good,2020-08-30
AST19441979,AN79638288,Vehicle,Insured asset,Ford,ModelY,2002,VIN26626900,728 Pine St,San Jose,FL,22949.0,Poor,2018-01-21
AST10458325,AN75984159,Equipment,Insured asset,Honda,ModelY,2025,VIN68588163,341 Pine St,Miami,TX,168518.35,Good,2021-04-11
AST21477054,AN02998434,Equipment,Insured asset,Honda,ModelY,2019,VIN99593446,105 Pine St,Dallas,IL,242962.49,Good,2019-08-21
AST91504451,AN79012339,Equipment,Insured asset,Honda,Sedan,2002,VIN36182203,154 Pine St,San Jose,TX,67941.3,Fair,2020-05-17
AST41851074,AN60270750,Equipment,Insured asset,Toyota,Truck,2007,VIN69223353,190 Pine St,Miami,IL,144592.39,Good,2019-12-31
AST04617218,AN35588576,Vehicle,Insured asset,Toyota,Truck,2010,VIN17859918,813 Pine St,San Jose,FL,50457.45,Poor,2024-05-04
AST76612510,AN11438751,Property,Insured asset,N/A,ModelY,1998,VIN02358017,423 Pine St,Seattle,TX,183102.0,Excellent,2021-12-02
AST69585269,AN37219643,Vehicle,Insured asset,Honda,ModelX,2021,VIN36141374,952 Pine St,Boston,IL,245646.48,Excellent,2019-08-24
AST59446456,AN34466322,Property,Insured asset,Ford,ModelX,2024,VIN72570215,364 Pine St,Seattle,WA,122545.73,Fair,2024-10-03
AST83176082,AN07360635,Property,Insured asset,N/A,Truck,2024,VIN90415719,213 Pine St,San Jose,FL,147377.7,Fair,2025-11-27
AST34852560,AN50283807,Property,Insured asset,Ford,ModelX,2008,VIN67497396,238 Pine St,Austin,MA,200062.99,Fair,2018-07-12
AST49700647,AN66352948,Equipment,Insured asset,Honda,ModelX,2013,VIN56382808,921 Pine St,Austin,MA,112617.32,Excellent,2024-04-20
AST39116281,AN07802071,Equipment,Insured asset,Ford,Sedan,2005,VIN03977469,987 Pine St,Miami,FL,55022.55,Excellent,2021-12-08
AST07181605,AN92274688,Vehicle,Insured asset,Toyota,Sedan,1997,VIN43623757,819 Pine St,Dallas,FL,18643.13,Excellent,2025-07-28
AST09492715,AN80431358,Equipment,Insured asset,Ford,Truck,2000,VIN27202267,824 Pine St,Chicago,TX,18153.4,Fair,2021-03-11
AST64362970,AN23773631,Equipment,Insured asset,N/A,Sedan,1999,VIN50674019,605 Pine St,Chicago,MA,227580.97,Fair,2024-11-01
AST81241843,AN40495628,Equipment,Insured asset,Ford,ModelY,2015,VIN66395351,354 Pine St,Dallas,MA,100088.69,Fair,2023-08-01
AST12320571,AN14333099,Equipment,Insured asset,Toyota,Sedan,2011,VIN07766866,704 Pine St,Chicago,CA,68943.94,Excellent,2019-07-09
AST63017229,AN07784793,Equipment,Insured asset,Honda,Truck,2018,VIN17449164,921 Pine St,Seattle,CA,15122.01,Excellent,2025-06-14
AST96841956,AN44943761,Vehicle,Insured asset,Toyota,ModelX,2020,VIN00939175,768 Pine St,Miami,FL,158900.27,Good,2022-11-11
AST57098051,AN01482537,Vehicle,Insured asset,Honda,ModelY,2021,VIN99839419,548 Pine St,Miami,MA,116006.81,Good,2025-09-15
AST74006420,AN04988676,Vehicle,Insured asset,Toyota,ModelX,2017,VIN51996021,262 Pine St,Austin,WA,164218.59,Fair,2025-10-28
AST64115917,AN39445505,Vehicle,Insured asset,Ford,Sedan,2015,VIN74256910,559 Pine St,Miami,FL,128026.89,Poor,2025-10-22
AST42368168,AN90497960,Property,Insured asset,Honda,Sedan,2020,VIN86522462,761 Pine St,Miami,WA,233762.29,Excellent,2024-05-28
AST12401522,AN19058320,Equipment,Insured asset,Toyota,ModelY,1999,VIN60760895,271 Pine St,Seattle,MA,181240.49,Good,2023-05-13
AST74494524,AN41983815,Vehicle,Insured asset,N/A,ModelY,2023,VIN99401962,403 Pine St,San Jose,NY,142242.91,Fair,2021-06-25
AST17820968,AN86091829,Property,Insured asset,Ford,ModelX,2024,VIN99757490,246 Pine St,Miami,CA,71521.86,Fair,2022-02-17
AST83556768,AN28084178,Property,Insured asset,N/A,Truck,2019,VIN64277011,300 Pine St,San Jose,MA,179454.75,Poor,2021-10-05
AST64863405,AN30791230,Vehicle,Insured asset,Honda,ModelX,1998,VIN96678545,133 Pine St,Seattle,NY,126164.41,Fair,2024-10-19
AST98513946,AN15450050,Vehicle,Insured asset,Toyota,ModelY,2009,VIN90117678,776 Pine St,Dallas,CA,183179.99,Fair,2018-12-20
AST02839735,AN99570269,Equipment,Insured asset,N/A,Truck,2007,VIN75055689,467 Pine St,Austin,WA,146455.97,Fair,2023-12-23
AST99132001,AN14899296,Property,Insured asset,Ford,ModelY,1997,VIN16068670,428 Pine St,Seattle,CA,76840.0,Excellent,2019-07-13
AST00606812,AN84567624,Equipment,Insured asset,Toyota,Sedan,2010,VIN83671004,677 Pine St,Boston,CA,242522.36,Fair,2019-09-17
AST40316763,AN78949902,Property,Insured asset,Ford,Truck,1997,VIN90860734,231 Pine St,San Jose,NY,115481.87,Excellent,2023-10-31
AST38476900,AN06200641,Property,Insured asset,N/A,ModelY,2001,VIN06750345,916 Pine St,Chicago,FL,27139.73,Good,2022-05-14
AST86454459,AN43143590,Equipment,Insured asset,Honda,ModelY,2002,VIN56747887,819 Pine St,Austin,MA,143294.9,Fair,2022-03-29
AST38483013,AN54516164,Vehicle,Insured asset,Honda,ModelX,2005,VIN92316677,645 Pine St,Dallas,IL,73841.28,Excellent,2025-11-20
AST57945250,AN16578762,Vehicle,Insured asset,Honda,Sedan,1998,VIN61580017,143 Pine St,Miami,FL,126275.16,Excellent,2023-01-20
AST80083664,AN12519165,Vehicle,Insured asset,Toyota,Sedan,2013,VIN62091590,862 Pine St,Chicago,NY,6984.83,Good,2021-06-15
AST23786383,AN36454075,Vehicle,Insured asset,Honda,ModelX,2001,VIN44680406,780 Pine St,Dallas,CA,181703.35,Fair,2023-02-05
AST66553841,AN14073387,Equipment,Insured asset,Honda,ModelX,1995,VIN74632674,167 Pine St,Seattle,CA,235260.14,Good,2020-11-11
AST28566197,AN24429361,Vehicle,Insured asset,Ford,ModelX,2024,VIN79687316,963 Pine St,Austin,IL,85322.38,Excellent,2024-01-29
AST92180848,AN65222391,Vehicle,Insured asset,N/A,ModelY,2019,VIN85526491,298 Pine St,Dallas,TX,199630.97,Good,2019-06-24
AST60889850,AN45899671,Equipment,Insured asset,Honda,ModelX,2015,VIN69583530,499 Pine St,Dallas,IL,10484.59,Fair,2024-03-20
AST97014088,AN08813807,Equipment,Insured asset,Ford,Sedan,1996,VIN91795932,323 Pine St,Austin,MA,161037.51,Good,2020-07-16
AST29980362,AN92045351,Equipment,Insured asset,Ford,Truck,1998,VIN49902882,348 Pine St,Chicago,WA,23514.9,Excellent,2023-08-17
AST95848868,AN96700373,Vehicle,Insured asset,Ford,Sedan,2012,VIN14392772,889 Pine St,Seattle,WA,17391.97,Excellent,2023-04-15
AST54556885,AN10387912,Property,Insured asset,Toyota,ModelY,2025,VIN95263618,155 Pine St,Miami,CA,111932.12,Good,2024-09-15
AST55243213,AN67942644,Equipment,Insured asset,Honda,Sedan,2011,VIN24863632,274 Pine St,Seattle,TX,197482.53,Excellent,2024-08-11
AST27069431,AN91490113,Property,Insured asset,Honda,ModelX,2023,VIN89933093,342 Pine St,Chicago,MA,107018.4,Excellent,2024-04-20
AST86788029,AN91506305,Property,Insured asset,Honda,ModelY,2020,VIN38914673,154 Pine St,Boston,WA,19329.55,Good,2025-08-22
AST77590528,AN40460955,Equipment,Insured asset,Honda,ModelX,2007,VIN01552942,385 Pine St,Austin,IL,140669.83,Fair,2021-09-26
AST15348237,AN65676992,Equipment,Insured asset,N/A,Sedan,1998,VIN92074979,331 Pine St,Chicago,IL,5192.43,Good,2020-07-17
AST54018238,AN96809003,Property,Insured asset,Ford,ModelX,2012,VIN82890663,872 Pine St,Dallas,IL,5318.09,Excellent,2020-01-05
AST29047449,AN46016053,Equipment,Insured asset,Toyota,Sedan,2012,VIN91315225,588 Pine St,Chicago,NY,230936.73,Fair,2018-08-09
AST88093789,AN31906075,Property,Insured asset,Honda,Sedan,2023,VIN68069555,273 Pine St,Boston,FL,43510.81,Fair,2024-09-26
AST19885516,AN27403303,Property,Insured asset,Honda,Truck,2009,VIN83911500,915 Pine St,Austin,FL,184257.07,Good,2020-12-27
AST85764848,AN90388155,Vehicle,Insured asset,N/A,Sedan,2000,VIN75655244,327 Pine St,Chicago,CA,52631.16,Poor,2018-11-17
AST35609374,AN42556950,Vehicle,Insured asset,Honda,ModelY,2000,VIN92323325,402 Pine St,Austin,TX,137608.07,Excellent,2021-01-07
AST07724726,AN48167913,Equipment,Insured asset,Ford,Sedan,2009,VIN28615193,502 Pine St,Boston,TX,241812.99,Excellent,2023-05-08
AST60040431,AN19728412,Vehicle,Insured asset,Toyota,ModelY,2024,VIN42401426,496 Pine St,Austin,FL,32553.83,Good,2018-03-29
AST35011541,AN07513069,Vehicle,Insured asset,Ford,Sedan,2017,VIN85076705,870 Pine St,Boston,CA,221077.29,Poor,2020-10-21
AST95857280,AN09159429,Equipment,Insured asset,Honda,ModelY,2015,VIN51869391,308 Pine St,San Jose,IL,242441.96,Fair,2024-03-25
AST07299653,AN61436242,Equipment,Insured asset,Honda,ModelY,2005,VIN55520155,302 Pine St,Chicago,TX,58996.41,Poor,2018-08-10
AST09382336,AN93751613,Equipment,Insured asset,Ford,ModelX,2018,VIN29293777,931 Pine St,Austin,FL,212143.67,Fair,2022-06-08
AST06767982,AN89266121,Property,Insured asset,Ford,Sedan,2021,VIN76549215,660 Pine St,Boston,MA,227586.05,Excellent,2018-05-01
AST01586298,AN13867292,Vehicle,Insured asset,Honda,Truck,2000,VIN83062038,245 Pine St,Chicago,TX,47949.74,Fair,2019-01-05
AST99087867,AN42622903,Equipment,Insured asset,Honda,ModelX,2015,VIN56053285,326 Pine St,Chicago,NY,28909.02,Good,2022-10-30
AST79589008,AN61751446,Property,Insured asset,Ford,ModelY,2002,VIN13373716,483 Pine St,Chicago,TX,227870.21,Fair,2025-09-23
AST20343117,AN88186504,Property,Insured asset,N/A,ModelY,1998,VIN41387434,676 Pine St,Dallas,IL,163924.19,Poor,2022-11-11
AST98792958,AN56341041,Equipment,Insured asset,Honda,ModelY,2011,VIN08595108,777 Pine St,Seattle,MA,18632.78,Fair,2018-10-22
AST41504089,AN63055280,Property,Insured asset,Ford,ModelY,2022,VIN95092261,716 Pine St,Chicago,IL,79324.86,Fair,2019-02-26
AST83421266,AN25938506,Equipment,Insured asset,N/A,ModelX,2010,VIN92920868,526 Pine St,Chicago,CA,100220.34,Fair,2022-09-15
AST23531911,AN12813197,Equipment,Insured asset,Ford,Truck,2024,VIN58375269,107 Pine St,Seattle,WA,29685.57,Fair,2023-08-15
AST03680229,AN66143979,Property,Insured asset,N/A,Truck,2025,VIN08026210,401 Pine St,Austin,IL,16032.7,Fair,2021-09-23
AST57102633,AN92985114,Vehicle,Insured asset,Honda,ModelY,2010,VIN18420672,817 Pine St,Miami,IL,88436.33,Good,2018-04-16
AST00815867,AN92977483,Property,Insured asset,Ford,ModelX,1995,VIN54889717,655 Pine St,Chicago,FL,169578.33,Fair,2020-07-14
AST07092224,AN62628782,Equipment,Insured asset,Honda,Sedan,2020,VIN01629276,149 Pine St,Boston,IL,230585.27,Fair,2019-03-22
AST24055979,AN29942506,Property,Insured asset,Honda,ModelY,2014,VIN31079638,353 Pine St,Dallas,MA,12491.92,Excellent,2024-11-13
AST72061160,AN54375975,Equipment,Insured asset,N/A,ModelX,2017,VIN78608249,468 Pine St,Austin,WA,245646.27,Excellent,2023-07-20
AST99197559,AN67871614,Equipment,Insured asset,Toyota,Truck,2012,VIN90529994,733 Pine St,Austin,MA,229571.71,Fair,2025-11-12
AST08791774,AN18657238,Property,Insured asset,Toyota,Truck,2022,VIN57421487,839 Pine St,Dallas,NY,90955.33,Fair,2023-06-30
AST89475310,AN64160830,Vehicle,Insured asset,N/A,Truck,2022,VIN80726804,402 Pine St,Boston,CA,51011.23,Poor,2021-04-08
AST84639660,AN78108729,Equipment,Insured asset,Honda,ModelX,1998,VIN48752783,415 Pine St,Dallas,MA,223545.02,Fair,2024-08-13
AST31437972,AN07605350,Property,Insured asset,N/A,Sedan,2005,VIN50700069,500 Pine St,Chicago,MA,161906.39,Fair,2019-01-31
AST57764301,AN05285558,Vehicle,Insured asset,Toyota,ModelX,2002,VIN79372084,674 Pine St,Austin,TX,98973.38,Poor,2018-01-22
AST93693115,AN98697325,Property,Insured asset,Toyota,ModelY,2016,VIN71474051,236 Pine St,Seattle,IL,105256.65,Poor,2021-06-11
AST70504962,AN96761939,Equipment,Insured asset,Honda,Truck,1999,VIN66438544,716 Pine St,Boston,NY,247594.89,Excellent,2023-04-22
AST05381147,AN03951216,Property,Insured asset,Honda,ModelX,1999,VIN01179338,160 Pine St,Seattle,CA,182892.09,Fair,2018-12-17
