claim_event_id,event_number,claim_id,adjuster_id,event_type,description,status,created_at,completed_at,notes,cost_usd
EV88429828,E85243755,CLM43131024,ADJ54065431,Update,Workflow step,Active,2024-08-19,2024-05-23,Notes,1414.84
EV50665467,E89712977,CLM78336059,ADJ95020042,Approval,Workflow step,Closed,2024-02-04,2025-01-09,Notes,800.93
EV80975999,E68013620,CLM39890777,ADJ83494663,Inspection,Workflow step,Closed,2024-01-16,2021-11-12,Notes,4397.43
EV38960046,E36445035,CLM34730530,ADJ88757436,Update,Workflow step,Closed,2019-03-16,2023-05-17,Notes,3726.1
EV99174404,E15664412,CLM21544958,ADJ51143402,Inspection,Workflow step,Closed,2019-08-10,2025-11-12,Notes,3267.52
EV73129768,E52282109,CLM10867810,ADJ92397726,Update,Workflow step,Active,2024-02-16,2024-11-10,Notes,834.46
EV52548888,E60418704,CLM59117546,ADJ03744945,Update,Workflow step,Active,2020-10-29,2025-05-13,Notes,1235.91
EV83081767,E04450104,CLM60766055,ADJ91029296,Inspection,Workflow step,Cancelled,2023-09-05,2022-04-24,Notes,2181.57
EV39045175,E52048585,CLM66171282,ADJ94682938,Inspection,Workflow step,Pending,2023-12-01,2021-10-31,Notes,3329.18
EV61071157,E85651555,CLM48667385,ADJ98284255,Update,Workflow step,Pending,2024-11-02,2021-03-06,Notes,3411.91
EV76966625,E08718168,CLM48764232,ADJ86842120,Approval,Workflow step,Active,2023-01-27,2022-09-25,Notes,4833.74
EV13447353,E10555223,CLM64441582,ADJ31561912,Update,Workflow step,Active,2021-02-20,2019-09-01,Notes,1892.13
EV02382914,E25856674,CLM97226688,ADJ23496783,Approval,Workflow step,Cancelled,2018-11-18,2020-09-20,Notes,2292.16
EV15090639,E68227071,CLM21564442,ADJ29694926,Approval,Workflow step,Cancelled,2021-03-28,2020-08-16,Notes,1051.85
EV94599946,E40699034,CLM79894205,ADJ16140536,Update,Workflow step,Cancelled,2025-07-06,2018-08-09,Notes,3091.26
EV95731404,E45845834,CLM25037232,ADJ77850701,Approval,Workflow step,Active,2025-06-10,2022-08-25,Notes,3516.9
EV42969840,E08772407,CLM12705297,ADJ97879287,Update,Workflow step,Cancelled,2024-03-26,2018-03-16,Notes,1202.81
EV85162326,E58763711,CLM40471285,ADJ55355219,Inspection,Workflow step,Pending,2021-05-15,2019-03-28,Notes,454.19
EV19205688,E19159806,CLM79335274,ADJ62278688,Update,Workflow step,Active,2019-03-23,2021-11-10,Notes,3112.01
EV94762851,E68360301,CLM98040889,ADJ22568103,Approval,Workflow step,Pending,2018-01-16,2024-05-13,Notes,1723.31
EV61176190,E31334944,CLM24384469,ADJ90076095,Update,Workflow step,Active,2025-01-11,2019-04-28,Notes,2156.55
EV12815559,E52601612,CLM53519613,ADJ50644816,Approval,Workflow step,Cancelled,2021-04-18,2018-02-12,Notes,2785.15
EV40791288,E85530633,CLM84872576,ADJ08333683,Update,Workflow step,Pending,2024-12-17,2020-05-29,Notes,3928.43
EV19800497,E34601556,CLM24058085,ADJ81167159,Update,Workflow step,Active,2025-08-03,2019-07-13,Notes,621.76
EV25118552,E94933362,CLM18463523,ADJ95651420,Inspection,Workflow step,Pending,2021-01-26,2024-04-22,Notes,3174.61
EV43214941,E89738255,CLM05636051,ADJ32845793,Update,Workflow step,Closed,2019-06-03,2025-01-03,Notes,86.74
EV76617464,E82981303,CLM77322578,ADJ90913006,Update,Workflow step,Active,2018-08-15,2025-06-29,Notes,1161.39
EV09155348,E88612924,CLM25906409,ADJ64999973,Inspection,Workflow step,Active,2020-04-02,2024-06-30,Notes,4902.9
EV48721494,E84756440,CLM72829617,ADJ27482654,Approval,Workflow step,Cancelled,2024-05-13,2021-11-28,Notes,3590.29
EV25897184,E59705229,CLM44449328,ADJ02744188,Update,Workflow step,Cancelled,2021-08-11,2024-08-29,Notes,2666.09
EV66449858,E95837828,CLM85345630,ADJ22320626,Approval,Workflow step,Pending,2024-10-20,2021-01-20,Notes,698.05
EV00017303,E08703547,CLM81939520,ADJ02616204,Update,Workflow step,Active,2020-10-15,2019-06-14,Notes,369.42
EV31591551,E16583812,CLM36901977,ADJ79806331,Approval,Workflow step,Closed,2021-08-20,2025-09-03,Notes,1094.91
EV64374642,E42758979,CLM82260416,ADJ02118912,Approval,Workflow step,Active,2022-01-01,2023-05-11,Notes,599.26
EV19624179,E03625709,CLM78866913,ADJ61013251,Approval,Workflow step,Closed,2021-10-06,2024-03-22,Notes,2411.72
EV75926525,E41477247,CLM86251784,ADJ90926459,Inspection,Workflow step,Pending,2019-01-28,2024-08-12,Notes,130.55
EV75104230,E15127679,CLM33391990,ADJ10713219,Update,Workflow step,Pending,2023-07-07,2022-09-21,Notes,3306.27
EV18099668,E52915535,CLM35078843,ADJ84257958,Inspection,Workflow step,Closed,2019-08-09,2025-12-12,Notes,2779.55
EV87598529,E94002628,CLM92853745,ADJ64099290,Update,Workflow step,Active,2022-04-06,2023-06-06,Notes,4544.08
EV48202724,E76732369,CLM97640982,ADJ46195610,Inspection,Workflow step,Cancelled,2022-03-26,2022-04-21,Notes,1260.48
EV30404661,E32892881,CLM98281517,ADJ32617825,Inspection,Workflow step,Pending,2024-10-20,2022-12-31,Notes,2754.2
EV72159906,E92440434,CLM56487467,ADJ20282343,Approval,Workflow step,Active,2021-08-24,2021-04-28,Notes,3643.59
EV12273119,E53194929,CLM27424690,ADJ20744942,Approval,Workflow step,Cancelled,2025-12-15,2024-01-10,Notes,4732.29
EV83770591,E13375741,CLM15725432,ADJ04696754,Update,Workflow step,Pending,2022-10-24,2024-07-19,Notes,4572.96
EV87129923,E77437954,CLM61910839,ADJ97976890,Update,Workflow step,Active,2021-07-27,2025-06-05,Notes,3447.05
EV30620246,E80065511,CLM83866649,ADJ00292106,Update,Workflow step,Closed,2018-02-18,2022-02-08,Notes,3459.27
EV35153087,E82074829,CLM73739627,ADJ24603353,Approval,Workflow step,Pending,2020-08-28,2024-05-19,Notes,874.04
EV12021518,E41187546,CLM20293907,ADJ98112203,Inspection,Workflow step,Active,2023-12-30,2024-03-09,Notes,4142.29
EV06299724,E84577982,CLM87023290,ADJ39741210,Inspection,Workflow step,Pending,2019-12-01,2021-02-19,Notes,2030.05
EV89530898,E43489034,CLM02326639,ADJ39272571,Approval,Workflow step,Active,2025-05-23,2018-01-19,Notes,798.81
EV07467582,E42850782,CLM93705416,ADJ49469808,Inspection,Workflow step,Active,2021-06-21,2025-07-24,Notes,4565.23
EV63062618,E25298644,CLM99284376,ADJ30878735,Inspection,Workflow step,Active,2018-01-26,2025-04-10,Notes,1522.47
EV04703720,E14039126,CLM18343891,ADJ97482666,Approval,Workflow step,Cancelled,2022-01-09,2018-11-09,Notes,2323.63
EV33454498,E50446701,CLM65547981,ADJ85085862,Inspection,Workflow step,Active,2024-08-05,2020-03-01,Notes,1705.48
EV17490587,E37580018,CLM74367644,ADJ22787047,Inspection,Workflow step,Active,2023-09-28,2025-07-27,Notes,3206.54
EV52539250,E63649762,CLM10544437,ADJ87962332,Inspection,Workflow step,Cancelled,2023-08-02,2020-08-03,Notes,4867.43
EV39315917,E22677374,CLM39450683,ADJ17575688,Inspection,Workflow step,Active,2019-09-13,2025-12-30,Notes,2578.8
EV88677154,E09689907,CLM20129939,ADJ03213183,Inspection,Workflow step,Closed,2018-11-01,2023-06-07,Notes,1788.89
EV64944266,E98517864,CLM15441800,ADJ65415100,Update,Workflow step,Active,2020-09-24,2019-04-25,Notes,1175.07
EV72378442,E01764518,CLM57778407,ADJ71459351,Inspection,Workflow step,Cancelled,2024-05-03,2023-05-12,Notes,3928.17
EV16231414,E25024630,CLM60112387,ADJ76710197,Inspection,Workflow step,Closed,2022-05-10,2022-10-08,Notes,1731.87
EV40380113,E51507831,CLM69236746,ADJ67388803,Update,Workflow step,Pending,2019-01-30,2024-06-25,Notes,2707.17
EV62720574,E04161396,CLM00218688,ADJ70242986,Inspection,Workflow step,Pending,2025-05-12,2025-03-03,Notes,1456.61
EV59813071,E93376834,CLM14240911,ADJ11411110,Approval,Workflow step,Cancelled,2019-10-15,2022-11-02,Notes,3343.95
EV41310774,E70172666,CLM23607046,ADJ99018446,Inspection,Workflow step,Cancelled,2022-11-06,2023-01-26,Notes,1325.92
EV25386806,E49773584,CLM66904801,ADJ18458782,Update,Workflow step,Pending,2023-09-12,2018-10-02,Notes,509.78
EV44795374,E16662850,CLM26753659,ADJ89844252,Approval,Workflow step,Active,2023-08-26,2024-12-12,Notes,2739.85
EV05804014,E32816056,CLM19659615,ADJ06118846,Approval,Workflow step,Pending,2024-11-04,2020-07-08,Notes,1555.9
EV32418203,E23291792,CLM77611007,ADJ57755838,Inspection,Workflow step,Pending,2022-07-05,2025-10-29,Notes,4534.31
EV43066630,E66497470,CLM90558666,ADJ24097536,Update,Workflow step,Closed,2021-07-31,2020-05-18,Notes,2485.15
EV57030329,E70976717,CLM56480911,ADJ62658880,Update,Workflow step,Pending,2019-05-10,2021-10-12,Notes,2711.77
EV18831647,E69641253,CLM11185778,ADJ54139182,Approval,Workflow step,Active,2020-03-27,2021-05-06,Notes,3202.95
EV80790686,E93723865,CLM38700641,ADJ83109733,Approval,Workflow step,Closed,2023-08-10,2020-06-28,Notes,1031.49
EV49797449,E32341107,CLM33893098,ADJ33026547,Update,Workflow step,Pending,2025-05-01,2020-10-12,Notes,4152.72
EV75880225,E72928859,CLM24414805,ADJ05356893,Inspection,Workflow step,Active,2024-09-17,2024-07-09,Notes,2021.95
EV34533679,E00387526,CLM82440437,ADJ41143589,Inspection,Workflow step,Cancelled,2025-01-08,2021-02-04,Notes,4026.71
EV02666115,E81496290,CLM44798286,ADJ83996123,Approval,Workflow step,Cancelled,2025-11-19,2018-06-05,Notes,730.55
EV18608151,E11945606,CLM59165911,ADJ18148287,Inspection,Workflow step,Cancelled,2018-03-26,2024-07-04,Notes,2330.11
EV28435090,E84689835,CLM52790486,ADJ45678766,Approval,Workflow step,Cancelled,2021-09-08,2019-03-03,Notes,2833.96
EV72955728,E41185837,CLM23775085,ADJ45326863,Inspection,Workflow step,Active,2024-07-06,2021-03-20,Notes,468.34
EV51066006,E84199407,CLM26026887,ADJ56888315,Inspection,Workflow step,Pending,2022-09-12,2025-12-06,Notes,862.06
EV85812135,E21673208,CLM55563868,ADJ71319268,Update,Workflow step,Active,2021-10-29,2023-08-29,Notes,1275.88
EV29305254,E18990796,CLM28551368,ADJ77640451,Approval,Workflow step,Closed,2019-06-19,2024-04-11,Notes,1231.59
EV41397082,E32808590,CLM79826239,ADJ32115347,Inspection,Workflow step,Active,2021-03-25,2018-12-02,Notes,3242.73
EV85021255,E08574381,CLM42443995,ADJ61264185,Inspection,Workflow step,Active,2020-09-26,2020-04-23,Notes,4509.87
EV40408499,E15190211,CLM39617970,ADJ94776546,Update,Workflow step,Active,2020-04-21,2020-10-20,Notes,1365.11
EV64515666,E59705634,CLM70728386,ADJ93253036,Update,Workflow step,Cancelled,2018-06-04,2019-04-10,Notes,1763.43
EV25228280,E03752161,CLM39672142,ADJ30987091,Inspection,Workflow step,Pending,2022-12-28,2020-04-15,Notes,1168.31
EV38203856,E78933532,CLM56700376,ADJ09634605,Update,Workflow step,Closed,2019-07-21,2023-06-17,Notes,4426.5
EV78528479,E46229384,CLM64200250,ADJ44741549,Approval,Workflow step,Active,2024-10-09,2022-05-27,Notes,601.17
EV03533445,E84198577,CLM12236973,ADJ02142314,Approval,Workflow step,Cancelled,2024-01-29,2025-07-08,Notes,1957.47
EV67117730,E33113445,CLM02824116,ADJ23100131,Approval,Workflow step,Active,2018-10-27,2025-06-25,Notes,1040.53
EV37893184,E44384552,CLM23503315,ADJ38962008,Update,Workflow step,Cancelled,2019-07-12,2018-11-08,Notes,465.54
EV88432678,E52862875,CLM68294486,ADJ10632596,Inspection,Workflow step,Cancelled,2023-05-28,2020-08-10,Notes,4586.53
EV19715546,E79491104,CLM68784999,ADJ39559601,Approval,Workflow step,Cancelled,2024-01-30,2019-01-15,Notes,251.09
EV56565071,E54908883,CLM79865769,ADJ87400447,Approval,Workflow step,Pending,2025-11-10,2020-05-12,Notes,3437.46
EV45226802,E91554781,CLM12882056,ADJ88103919,Inspection,Workflow step,Cancelled,2018-12-05,2025-11-22,Notes,4173.81
EV70813013,E16657636,CLM03043914,ADJ28646566,Approval,Workflow step,Cancelled,2019-11-23,2018-12-30,Notes,2745.46
EV11736889,E01763463,CLM29551776,ADJ52657751,Approval,Workflow step,Pending,2019-07-24,2018-03-13,Notes,3633.84
EV00269839,E61761195,CLM50257218,ADJ79811762,Inspection,Workflow step,Active,2024-08-18,2022-07-28,Notes,4272.81
EV86110794,E98579357,CLM82022898,ADJ46009104,Update,Workflow step,Cancelled,2022-04-16,2019-08-24,Notes,581.17
EV89840785,E93679401,CLM67777413,ADJ51466883,Approval,Workflow step,Active,2025-10-20,2024-11-13,Notes,3525.05
EV61043026,E44667974,CLM09007219,ADJ17809057,Update,Workflow step,Cancelled,2023-04-25,2023-11-11,Notes,1902.36
EV13502656,E37013043,CLM05284785,ADJ05696918,Update,Workflow step,Closed,2024-03-31,2018-09-20,Notes,3176.84
EV58276752,E40966737,CLM33646686,ADJ58229176,Approval,Workflow step,Cancelled,2025-04-01,2021-06-29,Notes,307.48
EV93634865,E44625402,CLM15945571,ADJ00292106,Update,Workflow step,Cancelled,2020-07-14,2023-09-22,Notes,2014.78
EV10507572,E20875395,CLM53961922,ADJ82785583,Approval,Workflow step,Active,2021-12-27,2022-01-25,Notes,3422.83
EV53960605,E99369834,CLM32401312,ADJ11798386,Approval,Workflow step,Cancelled,2023-12-27,2024-11-13,Notes,1635.98
EV80692231,E04626298,CLM56877822,ADJ66852692,Inspection,Workflow step,Pending,2023-04-14,2019-04-06,Notes,4195.34
EV99393950,E26302559,CLM08163571,ADJ40907325,Update,Workflow step,Cancelled,2022-10-13,2018-08-30,Notes,4563.71
EV88219681,E17588337,CLM90507905,ADJ50707972,Update,Workflow step,Pending,2021-11-21,2021-07-14,Notes,963.87
EV44096705,E20271390,CLM89566849,ADJ00370843,Approval,Workflow step,Cancelled,2022-05-10,2020-03-11,Notes,57.02
EV10718191,E10909497,CLM88554799,ADJ78888774,Inspection,Workflow step,Pending,2019-06-24,2025-04-12,Notes,944.19
EV31791382,E42029113,CLM80145492,ADJ23771075,Approval,Workflow step,Cancelled,2025-09-12,2019-06-19,Notes,2468.54
EV31059852,E65405648,CLM13350551,ADJ15235192,Update,Workflow step,Cancelled,2022-09-08,2025-12-06,Notes,1730.26
EV72275062,E40352913,CLM57818897,ADJ02589846,Approval,Workflow step,Active,2024-05-15,2025-07-23,Notes,3689.91
EV45959789,E82460985,CLM33435924,ADJ20491994,Update,Workflow step,Pending,2019-05-28,2018-12-29,Notes,1246.86
EV91106063,E50957729,CLM01526900,ADJ80255550,Inspection,Workflow step,Cancelled,2019-03-06,2024-06-17,Notes,1802.13
EV98426999,E84322891,CLM36626608,ADJ21774779,Approval,Workflow step,Pending,2021-05-23,2023-04-22,Notes,339.75
EV06702769,E96790750,CLM29090882,ADJ84808431,Approval,Workflow step,Closed,2024-12-18,2019-11-23,Notes,1029.69
EV22890382,E66804561,CLM66820235,ADJ69670017,Inspection,Workflow step,Closed,2021-05-22,2018-11-06,Notes,2534.44
EV49777251,E34202941,CLM53182878,ADJ98880385,Approval,Workflow step,Pending,2019-06-13,2018-02-24,Notes,2150.1
EV45540713,E56253544,CLM03953747,ADJ77882728,Inspection,Workflow step,Cancelled,2020-02-14,2023-06-15,Notes,4088.57
EV79945382,E57960258,CLM78544003,ADJ76434286,Update,Workflow step,Active,2024-11-18,2024-02-24,Notes,181.72
EV75789610,E50153901,CLM54961955,ADJ59586332,Inspection,Workflow step,Cancelled,2023-09-03,2018-09-19,Notes,4812.53
EV03339414,E34186463,CLM84702459,ADJ27846995,Update,Workflow step,Active,2025-09-20,2018-03-25,Notes,796.31
EV45498126,E48231441,CLM77874169,ADJ11550807,Approval,Workflow step,Cancelled,2024-12-14,2022-09-24,Notes,4834.32
EV11067105,E96006058,CLM17014411,ADJ73664840,Inspection,Workflow step,Pending,2019-12-14,2025-05-04,Notes,2588.77
EV42609369,E93008560,CLM50336604,ADJ66072712,Inspection,Workflow step,Pending,2020-11-28,2025-12-09,Notes,2510.93
EV12190196,E81689568,CLM20575117,ADJ15839897,Approval,Workflow step,Cancelled,2023-06-14,2022-10-07,Notes,2898.38
EV85676006,E20538283,CLM65580723,ADJ96507019,Approval,Workflow step,Active,2022-02-08,2025-02-01,Notes,4306.98
EV33571490,E70488389,CLM72981101,ADJ27980426,Inspection,Workflow step,Pending,2024-10-28,2024-08-22,Notes,2719.47
EV36562359,E91235625,CLM20715924,ADJ06599841,Approval,Workflow step,Pending,2018-06-30,2025-02-25,Notes,2021.96
EV79928167,E66965668,CLM02647754,ADJ29685102,Inspection,Workflow step,Active,2024-06-20,2022-12-26,Notes,1539.26
EV83124530,E81593049,CLM52529997,ADJ35346736,Update,Workflow step,Active,2021-04-07,2021-04-20,Notes,3867.22
EV31288828,E48462628,CLM52088425,ADJ65268528,Inspection,Workflow step,Pending,2021-12-21,2025-07-26,Notes,4885.88
EV60868946,E11370413,CLM13648805,ADJ55022970,Approval,Workflow step,Active,2019-12-22,2019-10-04,Notes,4279.32
EV92560683,E77827451,CLM72634123,ADJ72075457,Update,Workflow step,Pending,2020-12-18,2019-08-24,Notes,2788.11
EV94081927,E69474632,CLM10373070,ADJ41545144,Update,Workflow step,Pending,2018-10-04,2019-04-12,Notes,4308.74
EV17317647,E12200109,CLM15573510,ADJ73046124,Approval,Workflow step,Cancelled,2024-11-11,2021-11-19,Notes,2988.69
EV12255805,E12970149,CLM33945847,ADJ69394532,Update,Workflow step,Closed,2023-10-10,2025-06-23,Notes,2465.87
EV45473625,E21528136,CLM42290281,ADJ91088480,Inspection,Workflow step,Closed,2020-11-26,2018-02-07,Notes,3843.24
EV61079662,E92620869,CLM83678473,ADJ67064219,Inspection,Workflow step,Closed,2020-04-23,2025-11-01,Notes,2215.94
EV51834929,E91588214,CLM87006346,ADJ56442938,Inspection,Workflow step,Active,2021-03-07,2019-11-25,Notes,3630.66
EV81842719,E19247465,CLM59173816,ADJ79744306,Approval,Workflow step,Pending,2024-07-24,2019-12-20,Notes,4623.65
EV56379490,E16527271,CLM91930048,ADJ24323269,Inspection,Workflow step,Cancelled,2025-01-04,2022-01-09,Notes,4966.37
EV40721452,E77195414,CLM19663524,ADJ25166982,Update,Workflow step,Active,2020-11-15,2022-07-05,Notes,4371.38
EV28464648,E18714838,CLM45381515,ADJ42289586,Approval,Workflow step,Pending,2023-09-19,2023-12-28,Notes,1950.28
EV55972706,E78142164,CLM49134181,ADJ49225125,Update,Workflow step,Closed,2020-09-01,2023-04-29,Notes,945.96
EV55639242,E30764621,CLM41911696,ADJ34350858,Approval,Workflow step,Pending,2021-05-29,2021-09-12,Notes,4221.28
EV25965930,E83044015,CLM51749485,ADJ43716405,Approval,Workflow step,Pending,2018-01-01,2021-03-03,Notes,1356.16
EV42879033,E97235872,CLM63281777,ADJ55599755,Approval,Workflow step,Pending,2020-05-01,2021-01-01,Notes,2096.1
EV10764626,E05736432,CLM29108064,ADJ04813102,Approval,Workflow step,Active,2019-10-13,2021-06-25,Notes,2881.38
EV46878617,E27680374,CLM52748775,ADJ41890019,Update,Workflow step,Closed,2024-08-12,2018-07-16,Notes,3372.21
EV82068862,E08307688,CLM42432055,ADJ08250195,Update,Workflow step,Cancelled,2024-12-30,2025-05-06,Notes,106.37
EV04461635,E89392379,CLM19830989,ADJ57353895,Update,Workflow step,Closed,2021-10-19,2025-11-10,Notes,52.97
EV98502970,E92029231,CLM10456973,ADJ62648529,Approval,Workflow step,Cancelled,2020-04-23,2022-12-17,Notes,2040.26
EV19312581,E82648358,CLM27292228,ADJ52230902,Approval,Workflow step,Closed,2025-12-05,2024-10-21,Notes,2566.38
EV71322186,E07741311,CLM45874676,ADJ54724502,Approval,Workflow step,Cancelled,2024-06-03,2020-10-15,Notes,2066.66
EV67796715,E29382102,CLM88581182,ADJ16038988,Approval,Workflow step,Active,2018-07-28,2025-07-14,Notes,3013.49
EV80388451,E31015941,CLM14683579,ADJ47717056,Inspection,Workflow step,Active,2022-03-20,2019-04-27,Notes,1330.47
EV50822164,E99464161,CLM79235154,ADJ42459116,Update,Workflow step,Cancelled,2019-01-04,2019-09-15,Notes,375.96
EV15045473,E55774823,CLM58465441,ADJ93801127,Update,Workflow step,Cancelled,2019-01-01,2018-03-26,Notes,3306.7
EV64386121,E61272672,CLM01943932,ADJ93121595,Update,Workflow step,Cancelled,2023-12-08,2022-07-17,Notes,2863.29
EV73279312,E65841801,CLM65580723,ADJ88258799,Approval,Workflow step,Pending,2025-09-19,2025-05-14,Notes,2623.93
EV48186354,E87769032,CLM91853719,ADJ58740779,Approval,Workflow step,Active,2018-06-08,2024-01-11,Notes,3356.72
EV33354555,E88657346,CLM91050957,ADJ00017097,Update,Workflow step,Pending,2022-01-12,2018-05-30,Notes,1008.63
EV65131669,E84147487,CLM78658628,ADJ39741210,Approval,Workflow step,Cancelled,2025-05-03,2022-03-12,Notes,3750.96
EV19339846,E79964261,CLM28239112,ADJ61187504,Inspection,Workflow step,Pending,2025-10-26,2020-03-16,Notes,3855.86
EV92602724,E62695218,CLM95419719,ADJ64237916,Inspection,Workflow step,Cancelled,2022-06-07,2022-06-28,Notes,2441.93
EV76750108,E74210526,CLM97001722,ADJ76756922,Inspection,Workflow step,Active,2022-05-12,2019-11-30,Notes,161.0
EV05914857,E88846423,CLM16681737,ADJ17456546,Inspection,Workflow step,Active,2025-02-27,2019-01-25,Notes,298.22
EV42851204,E91926956,CLM98287486,ADJ52560316,Update,Workflow step,Cancelled,2024-03-06,2020-02-19,Notes,3246.94
EV24948140,E40613559,CLM78524027,ADJ88835919,Approval,Workflow step,Active,2020-03-23,2018-10-29,Notes,2153.33
EV70370527,E05167263,CLM60338218,ADJ97200226,Approval,Workflow step,Closed,2025-04-14,2018-03-30,Notes,2910.48
EV03327533,E70460832,CLM14105201,ADJ79515158,Update,Workflow step,Active,2024-06-18,2020-09-21,Notes,3146.47
EV70767147,E84999930,CLM91506106,ADJ36915974,Approval,Workflow step,Active,2024-11-28,2024-06-11,Notes,753.72
EV81868508,E71628658,CLM55250154,ADJ39325714,Inspection,Workflow step,Pending,2025-08-28,2018-09-18,Notes,647.77
EV71307798,E25380584,CLM32670630,ADJ00278149,Approval,Workflow step,Pending,2020-10-24,2019-07-30,Notes,2277.77
EV47438810,E73043978,CLM29499049,ADJ63112700,Approval,Workflow step,Pending,2019-01-30,2019-06-17,Notes,2718.42
EV13648296,E38321362,CLM06712926,ADJ39679599,Inspection,Workflow step,Pending,2021-10-21,2021-07-31,Notes,1276.93
EV22896625,E39550344,CLM82982676,ADJ34463099,Inspection,Workflow step,Active,2021-10-24,2022-01-14,Notes,4667.54
EV14342438,E96788486,CLM77952509,ADJ17070231,Inspection,Workflow step,Closed,2020-12-15,2024-09-04,Notes,1195.46
EV48422169,E33056496,CLM90926491,ADJ88923448,Approval,Workflow step,Pending,2019-02-04,2020-09-02,Notes,1837.44
EV04230429,E41857009,CLM85989995,ADJ80225444,Inspection,Workflow step,Cancelled,2018-04-21,2022-05-09,Notes,4010.02
EV74332741,E73499155,CLM47415567,ADJ92823477,Approval,Workflow step,Active,2020-03-18,2022-04-10,Notes,1100.47
EV52986240,E03688921,CLM89026113,ADJ95278796,Update,Workflow step,Active,2018-01-16,2020-09-28,Notes,3534.13
EV63399279,E58826734,CLM64841527,ADJ53011342,Update,Workflow step,Cancelled,2018-04-21,2025-01-24,Notes,4997.89
EV45638662,E63806701,CLM91629175,ADJ75489154,Inspection,Workflow step,Closed,2025-11-16,2019-02-05,Notes,2945.01
EV12575431,E08162464,CLM86836026,ADJ53134653,Inspection,Workflow step,Cancelled,2018-01-15,2018-11-25,Notes,355.49
EV45605398,E75853397,CLM60505769,ADJ72870543,Approval,Workflow step,Cancelled,2019-03-03,2021-06-01,Notes,3793.93
EV54333208,E36940256,CLM11380339,ADJ81686623,Approval,Workflow step,Cancelled,2024-10-19,2025-04-28,Notes,3900.92
EV66955896,E52267336,CLM16136346,ADJ54395092,Update,Workflow step,Closed,2019-11-15,2021-02-09,Notes,262.88
EV52323894,E62799261,CLM85177055,ADJ28714779,Approval,Workflow step,Pending,2022-08-01,2021-01-17,Notes,3258.61
EV35491045,E81032487,CLM96197802,ADJ65622879,Approval,Workflow step,Closed,2019-12-20,2021-11-26,Notes,1244.78
EV77130003,E33683472,CLM26372763,ADJ00116281,Update,Workflow step,Pending,2021-11-29,2018-09-18,Notes,1084.26
EV51552942,E03452566,CLM84177005,ADJ06118846,Update,Workflow step,Cancelled,2022-04-29,2022-05-25,Notes,1906.17
EV53507250,E15846502,CLM73217298,ADJ18992127,Update,Workflow step,Active,2020-09-01,2023-02-24,Notes,785.6
EV75548515,E67408078,CLM94642493,ADJ55316156,Inspection,Workflow step,Pending,2025-01-13,2022-09-20,Notes,1131.35
EV48345979,E00594782,CLM70670430,ADJ38738588,Update,Workflow step,Pending,2024-08-19,2018-09-12,Notes,2982.48
EV20481705,E82727680,CLM10463459,ADJ11398240,Update,Workflow step,Active,2025-12-03,2025-01-22,Notes,3032.12
EV42550093,E94294271,CLM48980691,ADJ99416689,Approval,Workflow step,Cancelled,2021-04-29,2019-08-09,Notes,2599.93
EV83102324,E34929644,CLM09384266,ADJ96367173,Approval,Workflow step,Cancelled,2023-05-28,2018-08-14,Notes,287.79
EV26819539,E77157649,CLM71431471,ADJ68722150,Approval,Workflow step,Closed,2019-06-07,2025-06-11,Notes,80.95
EV56760338,E23584964,CLM37710705,ADJ90280422,Inspection,Workflow step,Cancelled,2023-10-18,2022-09-27,Notes,1593.17
EV34649969,E21281635,CLM14882600,ADJ81403018,Inspection,Workflow step,Pending,2024-02-28,2025-02-23,Notes,1445.66
EV82937162,E01223373,CLM09493953,ADJ49560255,Update,Workflow step,Active,2022-09-06,2024-01-17,Notes,1816.67
EV38367869,E06636102,CLM88268065,ADJ88427113,Inspection,Workflow step,Active,2019-01-05,2023-11-23,Notes,3015.62
EV55978397,E60105596,CLM72558474,ADJ24005569,Update,Workflow step,Active,2019-08-12,2023-04-14,Notes,1360.23
EV54397702,E96164065,CLM59173816,ADJ76735177,Inspection,Workflow step,Active,2021-10-01,2020-12-26,Notes,2969.51
EV85697886,E29783132,CLM10615783,ADJ46848831,Approval,Workflow step,Active,2018-10-08,2021-04-01,Notes,4281.94
EV61872204,E64741470,CLM45060888,ADJ65495585,Update,Workflow step,Closed,2025-07-19,2024-06-24,Notes,4621.75
EV68594703,E30458677,CLM36461804,ADJ94403107,Update,Workflow step,Pending,2021-03-28,2020-01-19,Notes,4013.73
EV44607399,E20217771,CLM16865518,ADJ70263736,Inspection,Workflow step,Cancelled,2025-11-25,2019-03-19,Notes,786.12
EV40116588,E97553505,CLM33818031,ADJ23473756,Update,Workflow step,Cancelled,2021-08-27,2020-07-20,Notes,4852.53
EV07642267,E46155873,CLM92387350,ADJ69670017,Inspection,Workflow step,Active,2023-05-17,2020-10-17,Notes,4593.95
EV97673756,E69636908,CLM64337586,ADJ87556702,Approval,Workflow step,Pending,2022-11-26,2023-09-23,Notes,591.23
EV93510831,E51408549,CLM26503977,ADJ22122907,Approval,Workflow step,Closed,2019-11-23,2021-09-04,Notes,3003.17
EV22867152,E20762927,CLM60368368,ADJ96870347,Approval,Workflow step,Cancelled,2021-10-24,2024-07-26,Notes,3218.2
EV53175169,E57439122,CLM67568614,ADJ21416788,Update,Workflow step,Pending,2018-03-04,2024-07-06,Notes,2753.62
EV87111878,E38726076,CLM77550954,ADJ76700345,Approval,Workflow step,Active,2018-05-04,2018-04-27,Notes,1548.19
