policy_id,policy_number,policyholder_id,asset_id,policy_type,coverage_amount,deductible,premium_annual,effective_date,expiration_date,status,underwriter
POL72944034,P30101204,PH38613750,AST80855675,Home,427341.69,6735.13,3420.97,2021-09-09,2021-03-30,Active,UW-Team
POL40558417,P32594390,PH55485138,AST40781541,Commercial,374662.42,4292.6,6275.76,2020-01-28,2018-03-01,Pending,UW-Team
POL46300190,P91893421,PH41374762,AST03564438,Commercial,198067.43,732.74,14165.26,2020-10-01,2021-05-01,Active,UW-Team
POL72043961,P99648446,PH31887632,AST80023337,Commercial,248405.31,9639.58,13112.63,2024-10-10,2021-10-05,Pending,UW-Team
POL30845048,P85452287,PH06269067,AST45550080,Home,577190.66,1787.3,6134.28,2023-11-21,2024-09-04,Pending,UW-Team
POL39303540,P73781222,PH42619256,AST58088184,Life,306618.31,6667.43,2898.35,2024-03-30,2021-10-29,Pending,UW-Team
POL37704856,P80882094,PH40027309,AST10333551,Home,997716.6,8314.21,6010.03,2022-12-05,2021-10-02,Cancelled,UW-Team
POL81915096,P36296606,PH99807240,AST40364280,Commercial,135011.45,7900.53,13641.01,2025-12-29,2022-05-16,Active,UW-Team
POL51901096,P15679924,PH44395597,AST29624186,Commercial,313458.88,6250.32,1319.02,2020-08-26,2024-10-05,Pending,UW-Team
POL45276957,P31074515,PH06051406,AST77292250,Home,365592.56,7685.08,9751.48,2018-08-12,2022-07-02,Pending,UW-Team
POL95496763,P85247440,PH65611402,AST79630692,Commercial,221488.03,1374.14,13862.7,2024-02-29,2023-07-18,Active,UW-Team
POL06924734,P76896079,PH70085717,AST22695234,Home,302671.81,5656.27,14772.51,2021-03-11,2022-12-20,Cancelled,UW-Team
POL74530807,P17163180,PH91365314,AST58996155,Home,51683.87,1100.08,6317.87,2025-02-06,2021-10-21,Active,UW-Team
POL02996615,P44832054,PH63007616,AST13327836,Life,675203.43,1922.98,766.17,2018-09-30,2018-07-23,Closed,UW-Team
POL58566825,P46333760,PH69552851,AST49488080,Home,594769.31,7787.54,11778.3,2019-03-09,2019-10-31,Pending,UW-Team
POL21213136,P16746707,PH37442063,AST47375436,Home,521316.62,9785.65,4024.91,2018-01-28,2020-03-27,Cancelled,UW-Team
POL32114261,P36660775,PH64925522,AST45380076,Life,882193.4,9728.98,7230.34,2023-05-20,2018-04-02,Cancelled,UW-Team
POL18653538,P72079894,PH45085862,AST13752734,Life,851330.25,4344.97,10341.78,2025-03-07,2018-02-18,Active,UW-Team
POL10407204,P74157877,PH89570354,AST28362574,Auto,236133.52,903.05,13256.08,2022-07-10,2022-10-14,Closed,UW-Team
POL81164476,P02176213,PH08466822,AST56189021,Life,217598.48,8515.05,1783.89,2024-06-23,2023-03-28,Pending,UW-Team
POL36129048,P52575604,PH37825986,AST96506561,Auto,459975.31,5431.17,10242.61,2018-03-29,2022-12-02,Cancelled,UW-Team
POL41833213,P94933406,PH19451614,AST02481265,Commercial,185863.8,4045.26,13935.49,2019-04-09,2022-06-08,Closed,UW-Team
POL87377808,P05564345,PH20693893,AST31331563,Home,51471.04,3645.69,869.59,2018-08-21,2021-01-06,Pending,UW-Team
POL91143771,P98372668,PH90949946,AST82094456,Home,519097.38,4676.22,12998.81,2018-08-04,2023-01-09,Pending,UW-Team
POL34569911,P58633778,PH22763900,AST51587587,Auto,896548.11,9791.32,11178.06,2023-04-22,2020-09-02,Pending,UW-Team
POL90783920,P15541782,PH26561627,AST10458325,Commercial,646294.82,9056.33,1191.2,2025-05-27,2019-11-30,Active,UW-Team
POL50223009,P43617649,PH26775483,AST78277308,Life,551841.47,9329.7,4813.25,2019-02-13,2021-10-22,Closed,UW-Team
POL39003840,P48976143,PH73448818,AST64140026,Auto,297474.28,3872.41,2708.38,2025-08-09,2018-10-20,Active,UW-Team
POL31655197,P26277335,PH45237196,AST39605237,Life,731427.87,1888.23,2480.67,2023-11-15,2022-06-28,Closed,UW-Team
POL86962856,P79720902,PH23999018,AST30276255,Life,989657.89,9417.3,3420.44,2018-02-14,2019-06-16,Cancelled,UW-Team
POL23172938,P51776751,PH23996580,AST87533558,Home,894989.13,5929.75,2233.92,2019-07-23,2021-06-27,Active,UW-Team
POL88946932,P59529874,PH93320950,AST23014429,Commercial,637877.58,2986.33,13892.21,2024-02-09,2024-02-17,Closed,UW-Team
POL55079663,P02321378,PH33779983,AST28141613,Home,771087.63,5041.81,9394.18,2024-10-24,2021-03-26,Closed,UW-Team
POL49808845,P79449627,PH04380602,AST75892420,Home,868419.29,5004.2,651.98,2022-01-14,2018-04-11,Closed,UW-Team
POL08193690,P21353962,PH14318075,AST99709875,Life,232395.92,1530.36,5325.81,2023-11-24,2019-07-24,Active,UW-Team
POL07229243,P04250953,PH57700558,AST71032687,Home,651371.98,4217.98,14531.01,2023-05-01,2022-11-01,Cancelled,UW-Team
POL76699255,P72701815,PH89965766,AST30952940,Life,504514.13,9492.12,12398.35,2024-05-19,2020-08-19,Closed,UW-Team
POL82540998,P63733174,PH04318357,AST11087168,Auto,158353.58,2690.83,5819.33,2024-06-08,2022-08-12,Active,UW-Team
POL49651684,P37345425,PH74609094,AST67008042,Auto,754676.53,5344.04,7546.61,2025-03-18,2024-10-07,Cancelled,UW-Team
POL97079527,P95136314,PH50516903,AST19778792,Home,492153.25,5785.18,2125.79,2018-05-27,2021-11-13,Pending,UW-Team
POL37284491,P91257988,PH26471958,AST96149847,Auto,771803.78,933.53,961.47,2022-07-12,2024-01-31,Active,UW-Team
POL08215567,P91835990,PH61747706,AST97422324,Auto,95741.99,2441.81,4920.44,2021-11-13,2023-06-28,Pending,UW-Team
POL74669287,P57227382,PH91060399,AST33083720,Home,413568.89,9777.08,6586.74,2021-01-31,2020-05-11,Pending,UW-Team
POL06734723,P69552269,PH33410510,AST17782536,Commercial,618825.99,2865.69,8323.07,2021-04-10,2025-05-19,Cancelled,UW-Team
POL06567031,P87740767,PH45854689,AST99951400,Commercial,247638.82,3130.37,13201.83,2020-04-11,2019-12-07,Cancelled,UW-Team
POL09918232,P24382291,PH84445889,AST25171961,Commercial,169833.1,8642.32,3404.32,2023-01-24,2025-01-14,Cancelled,UW-Team
POL40876233,P07227426,PH65626055,AST90755117,Auto,509776.74,4300.1,10176.77,2019-09-28,2019-01-14,Closed,UW-Team
POL70207987,P48862156,PH58687205,AST74031301,Commercial,992367.67,2910.57,14516.01,2025-04-16,2018-11-17,Active,UW-Team
POL74846712,P92630380,PH55191516,AST25558472,Life,315254.47,5465.57,4219.08,2022-12-16,2018-05-03,Closed,UW-Team
POL95152298,P09876400,PH24951303,AST05185864,Life,544638.04,1051.67,6322.65,2021-08-25,2019-07-06,Cancelled,UW-Team
POL22174937,P76905542,PH40666731,AST51787804,Home,750617.95,5105.32,14789.42,2021-11-29,2023-10-05,Pending,UW-Team
POL67016353,P72861317,PH78069123,AST39408772,Commercial,282879.32,3702.74,784.67,2021-05-27,2023-07-21,Pending,UW-Team
POL79982414,P88045639,PH67915836,AST05255960,Commercial,369078.39,5262.38,4833.43,2021-01-14,2021-10-08,Active,UW-Team
POL67927680,P63829224,PH32776670,AST42373177,Life,171458.36,8844.06,6951.65,2023-09-06,2020-10-01,Closed,UW-Team
POL93070847,P63924341,PH39801248,AST41456972,Life,745561.79,5545.33,13806.39,2020-10-29,2025-02-13,Cancelled,UW-Team
POL76260734,P80642096,PH52241130,AST88224446,Auto,695021.13,1090.71,1471.88,2022-07-06,2022-04-07,Closed,UW-Team
POL53712247,P69489545,PH29301634,AST79700804,Home,311685.75,1174.56,6400.07,2018-05-02,2025-03-11,Pending,UW-Team
POL81730680,P96273300,PH26038025,AST07388698,Commercial,953289.52,1417.93,4034.83,2018-10-14,2019-10-26,Pending,UW-Team
POL61113089,P81631461,PH43376918,AST15129376,Home,501394.5,8625.02,5755.44,2020-03-20,2025-11-26,Active,UW-Team
POL85444618,P12101069,PH24076463,AST94894278,Commercial,380108.11,1406.75,11403.18,2019-04-23,2024-06-26,Closed,UW-Team
POL85004793,P23357042,PH73746356,AST84469778,Home,289712.57,3827.48,5109.5,2023-11-11,2024-01-30,Closed,UW-Team
POL71555485,P57801790,PH19545178,AST90211908,Home,288402.89,9816.26,3032.95,2024-10-30,2018-06-02,Cancelled,UW-Team
POL99278374,P56659180,PH07497230,AST58159163,Life,942274.97,6555.56,9243.01,2022-12-10,2024-05-11,Pending,UW-Team
POL10804127,P29054685,PH60971990,AST05700527,Commercial,759539.56,7773.59,6109.21,2019-11-05,2019-12-14,Cancelled,UW-Team
POL79234864,P08854912,PH67866034,AST95351553,Home,702452.33,5595.24,8626.52,2019-07-21,2019-09-12,Cancelled,UW-Team
POL32190920,P27589840,PH06143996,AST61248153,Home,358246.48,9146.12,1375.6,2024-10-29,2023-10-11,Pending,UW-Team
POL90498554,P57291947,PH03363274,AST06144536,Life,296446.7,9837.09,9956.29,2020-04-23,2021-02-21,Cancelled,UW-Team
POL21939897,P20953562,PH59910692,AST83738235,Home,741883.9,5281.06,5198.91,2023-09-30,2019-07-20,Active,UW-Team
POL95035658,P89696383,PH02897699,AST31845912,Commercial,438469.5,9557.89,6023.47,2020-07-03,2022-01-17,Active,UW-Team
POL43574681,P58906285,PH27359126,AST13130489,Commercial,182164.71,8376.37,840.67,2024-05-21,2024-01-27,Active,UW-Team
POL26240393,P80275682,PH08714549,AST94725042,Auto,848110.25,8375.62,7962.85,2020-04-09,2025-04-05,Active,UW-Team
POL51064562,P43804617,PH00614278,AST84716714,Auto,793034.24,5432.38,7969.56,2019-04-28,2023-03-02,Cancelled,UW-Team
POL76943449,P99082280,PH70983403,AST22658681,Commercial,808174.02,606.97,1972.84,2024-03-01,2025-12-13,Active,UW-Team
POL66581258,P87820137,PH37082251,AST33097190,Home,192020.59,9468.46,12083.88,2020-04-10,2018-10-19,Pending,UW-Team
POL29822229,P92609304,PH16087362,AST82550104,Life,188732.3,1003.45,8878.29,2022-08-14,2025-09-10,Pending,UW-Team
POL01536565,P12905617,PH62651002,AST99978219,Auto,591053.31,8163.19,9640.5,2024-06-15,2023-07-07,Cancelled,UW-Team
POL72393437,P73280813,PH46737567,AST41399632,Life,477807.44,8184.56,833.42,2024-10-30,2024-04-14,Closed,UW-Team
POL80382436,P19087716,PH12696263,AST30641092,Auto,920091.16,9020.07,8811.38,2021-02-22,2019-08-01,Pending,UW-Team
POL80283562,P94959819,PH07288473,AST52332610,Home,491100.75,7768.39,10879.05,2022-04-30,2019-04-12,Active,UW-Team
POL61733444,P05185187,PH49036994,AST04731657,Home,265658.26,1111.18,6695.92,2020-02-20,2022-01-21,Cancelled,UW-Team
POL54367554,P28375154,PH21307648,AST09429253,Home,803230.63,5517.91,9116.45,2024-09-16,2023-02-04,Cancelled,UW-Team
POL59322309,P51128597,PH51162926,AST42333643,Life,464368.44,2998.49,2146.4,2020-02-23,2018-11-23,Cancelled,UW-Team
POL91134429,P92329708,PH66202016,AST05466290,Auto,221707.56,9266.81,13763.75,2025-11-22,2022-01-31,Active,UW-Team
POL79663346,P62554657,PH19213070,AST23563070,Home,896490.09,988.48,10765.26,2021-12-07,2023-08-28,Active,UW-Team
POL59994782,P28173965,PH73551707,AST43979428,Commercial,291247.27,9568.43,9078.15,2022-04-26,2025-03-17,Cancelled,UW-Team
POL68377598,P87746853,PH71331010,AST36802004,Life,451278.49,7573.5,11578.51,2018-12-22,2022-04-15,Cancelled,UW-Team
POL15361259,P66139203,PH77741687,AST80615670,Auto,200967.92,4240.55,13502.18,2020-08-26,2023-10-07,Closed,UW-Team
POL42059174,P59399186,PH04750182,AST48212048,Auto,451566.76,7707.68,9065.02,2019-02-12,2020-03-07,Pending,UW-Team
POL59381692,P85169303,PH35005720,AST91527792,Life,624296.67,746.64,6171.08,2022-06-16,2024-01-05,Cancelled,UW-Team
POL03925084,P91857029,PH84769252,AST09965798,Home,776589.13,4611.76,6088.5,2021-12-03,2022-07-26,Closed,UW-Team
POL59763219,P67607744,PH80470030,AST48271549,Home,478198.75,8325.05,932.73,2023-09-28,2022-03-15,Active,UW-Team
POL29217723,P05118389,PH39834842,AST43587929,Commercial,299800.12,8356.49,1923.08,2020-05-16,2018-09-12,Closed,UW-Team
POL62084655,P24885527,PH53256427,AST87964971,Commercial,302730.49,8206.28,3628.12,2025-02-28,2021-10-11,Cancelled,UW-Team
POL45683922,P31999092,PH65965163,AST73462693,Home,714491.19,717.87,10947.93,2023-11-15,2022-03-12,Active,UW-Team
POL49968217,P78691905,PH48927092,AST83430897,Auto,436278.4,9410.56,14442.66,2018-09-05,2021-07-28,Cancelled,UW-Team
POL98550523,P65748912,PH91078287,AST30619700,Auto,96419.05,6330.91,8104.19,2024-03-16,2021-12-24,Active,UW-Team
POL47598125,P40903982,PH80259480,AST85888345,Auto,499893.95,528.05,2044.3,2025-06-30,2024-08-21,Pending,UW-Team
POL23356349,P36126220,PH56131355,AST43967130,Home,375883.02,938.07,12806.84,2022-12-09,2024-07-09,Cancelled,UW-Team
POL41611765,P36464709,PH94799836,AST81546881,Auto,841363.38,2833.63,2622.02,2019-10-31,2023-04-12,Cancelled,UW-Team
POL92559317,P76172047,PH17003416,AST19039671,Life,396014.83,3511.15,3646.12,2023-08-14,2021-06-14,Active,UW-Team
POL66512917,P76553302,PH91880972,AST52450801,Life,208267.79,5788.76,3239.94,2022-03-24,2021-05-18,Active,UW-Team
POL29283513,P40331547,PH11272746,AST89639259,Auto,71949.59,3763.77,11930.5,2025-06-30,2019-05-06,Cancelled,UW-Team
POL06309832,P74008971,PH66988954,AST16089582,Auto,983506.35,9731.92,3120.06,2022-11-17,2018-07-16,Active,UW-Team
POL56882663,P97965342,PH13847513,AST36497473,Auto,569092.8,2381.1,14036.48,2018-05-22,2023-10-12,Cancelled,UW-Team
POL94859335,P90159981,PH98513453,AST18785936,Home,439453.59,918.07,13082.99,2023-08-21,2023-03-05,Cancelled,UW-Team
POL39965717,P08471075,PH08393228,AST97936414,Life,470120.16,9362.33,6594.51,2019-06-13,2018-01-20,Pending,UW-Team
POL15820726,P20637686,PH98124251,AST33941596,Commercial,759721.26,7928.44,9225.7,2021-09-07,2025-05-27,Closed,UW-Team
POL36868419,P38588082,PH73423717,AST72134053,Commercial,396407.66,4667.95,3496.39,2022-12-10,2021-09-18,Active,UW-Team
POL53132915,P84041844,PH56208604,AST12224119,Life,607746.28,1309.27,848.62,2021-07-22,2025-12-09,Pending,UW-Team
POL47082865,P66371070,PH96776313,AST04177186,Home,780156.19,3983.0,2086.07,2021-12-18,2018-10-09,Cancelled,UW-Team
POL84502861,P42047724,PH12412041,AST46153323,Life,476146.91,1106.5,5038.52,2024-11-15,2022-08-19,Cancelled,UW-Team
POL03922845,P95777094,PH02290034,AST30327599,Home,183809.0,2234.94,14917.79,2022-07-15,2018-08-08,Active,UW-Team
POL48095023,P02651931,PH45391182,AST36951869,Home,799250.94,6576.29,14512.49,2018-08-21,2019-12-22,Closed,UW-Team
POL39961769,P22359166,PH32747880,AST71277719,Commercial,74550.48,8137.28,4487.7,2021-02-09,2020-12-02,Active,UW-Team
POL63483167,P76012974,PH20103336,AST73609764,Auto,560778.92,2389.36,2894.76,2018-06-22,2020-09-21,Pending,UW-Team
POL94146446,P64642724,PH91710023,AST36596089,Home,366198.85,961.79,5666.94,2024-03-22,2022-03-11,Pending,UW-Team
POL06421678,P71918091,PH82159319,AST61506303,Life,782565.52,7156.36,6283.33,2023-05-29,2020-03-01,Cancelled,UW-Team
POL99842759,P17565259,PH66532312,AST03032199,Commercial,544464.57,9651.45,7412.55,2024-04-12,2025-11-11,Active,UW-Team
POL26194035,P78212924,PH97488537,AST37136995,Life,248426.23,4639.76,8634.22,2021-12-08,2024-09-21,Closed,UW-Team
POL09546076,P43111577,PH08466822,AST88093789,Home,109656.9,5661.85,6611.18,2020-07-29,2019-09-29,Pending,UW-Team
POL28157535,P91015315,PH28766207,AST51853551,Commercial,919522.74,3222.98,13338.83,2023-04-16,2021-03-10,Active,UW-Team
POL88452629,P25130748,PH26233606,AST84267898,Auto,396888.95,5582.47,1331.37,2023-01-06,2018-11-07,Closed,UW-Team
POL53983956,P96485085,PH81158632,AST66794789,Life,850566.32,2830.97,11033.98,2021-12-06,2018-10-18,Pending,UW-Team
POL75697980,P16268157,PH37968151,AST85741311,Auto,104964.5,2107.64,4609.41,2022-04-07,2018-05-30,Pending,UW-Team
POL24277729,P89802862,PH10062437,AST30299087,Life,833250.65,2290.19,12335.26,2018-05-20,2019-06-24,Closed,UW-Team
POL44830752,P68342344,PH39510562,AST97473061,Commercial,297655.2,4621.8,14182.93,2021-09-07,2020-09-19,Pending,UW-Team
POL00714280,P46351645,PH20714976,AST94040394,Life,709156.84,6516.55,3885.67,2025-04-05,2018-12-19,Pending,UW-Team
POL20137257,P49741284,PH80324477,AST80069258,Home,980398.84,8664.56,14021.18,2024-06-26,2018-08-07,Closed,UW-Team
POL88554877,P47156927,PH03637868,AST52101541,Auto,825736.12,8788.14,10529.33,2025-12-12,2022-08-13,Active,UW-Team
POL51719043,P67332877,PH04094981,AST61156435,Auto,189993.91,3301.47,6591.34,2024-08-30,2023-09-02,Active,UW-Team
POL39473868,P75970770,PH34583952,AST24343414,Commercial,184377.94,7251.26,12956.57,2024-07-23,2019-01-11,Closed,UW-Team
POL54020394,P75385790,PH06675141,AST23418740,Life,70545.76,6721.27,9572.74,2021-06-14,2021-02-03,Active,UW-Team
POL28694092,P68128452,PH85033357,AST10409721,Auto,180832.65,9229.26,11670.44,2025-08-15,2024-10-26,Closed,UW-Team
POL68565183,P48498938,PH57337070,AST05940916,Life,229735.05,5861.26,13343.29,2025-03-16,2025-12-04,Closed,UW-Team
POL37895105,P13435846,PH49462261,AST33967555,Home,969312.75,6390.25,9529.22,2019-10-25,2021-08-02,Pending,UW-Team
POL48641832,P89077941,PH13707938,AST10560423,Life,175449.88,6626.78,950.26,2022-08-21,2019-03-14,Pending,UW-Team
POL85602336,P79910339,PH16215799,AST89197814,Home,543024.18,2683.8,1913.64,2020-03-28,2023-05-21,Closed,UW-Team
POL25953015,P69530929,PH42966722,AST64687506,Life,279967.18,842.32,2763.4,2025-05-06,2025-05-14,Closed,UW-Team
POL53919608,P32066480,PH70118056,AST11851737,Commercial,834716.71,8596.45,6075.66,2025-10-04,2018-09-24,Cancelled,UW-Team
POL86402203,P79801662,PH71997615,AST54504370,Home,569712.38,3756.46,2892.7,2021-11-08,2018-10-08,Pending,UW-Team
POL92309172,P56852183,PH12985135,AST69363100,Life,471906.77,4093.19,10181.53,2020-12-05,2022-03-10,Closed,UW-Team
POL10391732,P46202575,PH10977403,AST00634827,Life,742981.86,2817.63,13739.81,2019-09-29,2018-03-16,Active,UW-Team
POL55998297,P58198962,PH36286481,AST83965484,Life,490876.45,2522.11,13621.35,2018-09-26,2022-04-13,Active,UW-Team
POL24325861,P72605754,PH72986594,AST01807442,Auto,808265.9,6972.24,14265.31,2018-02-19,2025-07-21,Closed,UW-Team
POL03864079,P00229240,PH09006990,AST42091027,Commercial,468467.13,807.25,5511.77,2019-01-01,2025-03-10,Closed,UW-Team
POL53405220,P97825999,PH23533187,AST78926486,Life,491875.01,1984.77,10015.96,2020-06-06,2022-05-07,Cancelled,UW-Team
POL45823371,P08236341,PH18240215,AST06939166,Auto,241922.72,6514.15,14725.11,2020-03-22,2022-01-30,Closed,UW-Team
POL00508752,P03100946,PH77518512,AST39605237,Commercial,583779.45,6035.7,1616.23,2022-11-11,2018-01-17,Closed,UW-Team
POL90521010,P75828386,PH42139131,AST11679284,Auto,559877.05,945.27,7657.27,2019-09-05,2018-01-31,Pending,UW-Team
POL51487997,P99599594,PH11516563,AST32569463,Life,459709.89,6459.66,13306.92,2024-03-02,2021-01-08,Pending,UW-Team
POL91945560,P09000222,PH48115335,AST04068462,Commercial,277545.04,6641.86,11950.54,2023-10-25,2018-02-25,Active,UW-Team
POL74357961,P85376379,PH32197620,AST41006166,Life,322008.96,2034.21,6965.09,2025-03-28,2025-07-29,Closed,UW-Team
POL26601536,P69010421,PH45442046,AST72608383,Commercial,973080.05,4847.94,12105.15,2025-11-08,2024-01-21,Cancelled,UW-Team
POL39757813,P79314893,PH32455081,AST24826201,Life,249074.65,6420.63,13582.03,2018-01-02,2020-09-07,Active,UW-Team
POL37017449,P20372963,PH45656519,AST55042424,Commercial,313791.18,6452.06,3739.2,2018-02-13,2019-11-25,Active,UW-Team
POL79681369,P45753448,PH98925425,AST64447274,Auto,168675.05,2163.31,9897.3,2021-06-21,2019-09-10,Active,UW-Team
POL80047507,P43638762,PH81632038,AST00705367,Auto,928882.01,9542.62,2613.03,2023-11-24,2019-01-07,Closed,UW-Team
POL83991013,P90902012,PH10881541,AST54440082,Life,664594.02,7665.79,9219.46,2022-11-23,2018-04-06,Pending,UW-Team
POL38640442,P70754066,PH01119159,AST36980867,Auto,97515.79,7903.8,1487.78,2025-09-12,2024-02-06,Cancelled,UW-Team
POL10892398,P57233622,PH93627703,AST47981262,Home,119561.53,1753.07,11641.13,2023-07-31,2025-08-10,Active,UW-Team
POL04326181,P63694956,PH86805472,AST24253052,Home,240044.3,685.08,9401.64,2022-02-14,2018-09-27,Closed,UW-Team
POL91769869,P03297824,PH65657365,AST42663452,Commercial,84405.81,5667.18,6959.73,2018-12-01,2022-12-20,Active,UW-Team
POL83828069,P83843754,PH42014460,AST51787804,Home,338167.42,8564.42,3934.11,2022-02-26,2018-05-27,Active,UW-Team
POL28753980,P58424206,PH17555628,AST25226926,Commercial,456034.44,4971.68,8411.84,2024-07-16,2025-12-13,Cancelled,UW-Team
POL96640614,P90175884,PH13373705,AST55040525,Auto,906571.68,1468.14,4230.21,2018-07-26,2021-10-17,Pending,UW-Team
POL53651925,P35119441,PH03627767,AST94466069,Home,203667.31,7464.72,4137.67,2021-07-24,2021-06-19,Cancelled,UW-Team
POL95412413,P23386544,PH64587754,AST60571182,Commercial,846623.64,7237.63,11595.52,2021-09-12,2025-11-25,Cancelled,UW-Team
POL58742047,P97363093,PH90355494,AST41487435,Commercial,85418.51,9827.36,12689.37,2022-02-01,2020-11-12,Pending,UW-Team
POL01749654,P70660331,PH91545210,AST17816642,Life,284266.97,9267.29,10016.32,2018-10-07,2021-08-25,Cancelled,UW-Team
POL66560660,P41196453,PH37899968,AST07484760,Life,744585.96,6744.91,1774.33,2020-05-27,2021-02-02,Pending,UW-Team
POL76218526,P57310492,PH49987824,AST71234827,Home,310279.35,9701.01,8554.0,2019-01-13,2023-07-06,Cancelled,UW-Team
POL75695038,P63337505,PH94509338,AST41241313,Home,954312.13,5914.88,13391.16,2025-11-04,2020-10-19,Active,UW-Team
POL87846203,P41279633,PH96601742,AST96845703,Commercial,136892.22,1830.92,12118.57,2023-04-23,2018-07-27,Pending,UW-Team
POL03074121,P45968354,PH09665327,AST39004464,Auto,489953.31,836.64,12845.89,2024-08-15,2024-12-09,Cancelled,UW-Team
POL05464482,P08867308,PH34520147,AST55685600,Life,368430.64,8817.01,1429.51,2021-04-07,2023-06-10,Cancelled,UW-Team
POL34428137,P93975223,PH40855169,AST20957179,Home,574022.65,656.21,12327.86,2023-11-22,2020-07-31,Pending,UW-Team
POL26683065,P88879171,PH58658491,AST23481381,Life,276469.94,8390.66,10408.13,2024-06-20,2018-09-22,Cancelled,UW-Team
POL10832536,P21361427,PH99467259,AST85896210,Auto,415914.94,4768.9,13536.95,2022-06-09,2019-05-14,Active,UW-Team
POL72477689,P72505452,PH50781871,AST41487435,Auto,241306.37,2334.16,760.66,2019-08-21,2023-01-07,Closed,UW-Team
POL18383337,P07676594,PH34531903,AST23305770,Life,591814.92,9140.99,1200.07,2023-12-17,2020-11-13,Pending,UW-Team
POL48880551,P17223680,PH09320227,AST93482887,Life,400264.63,8734.95,9976.17,2023-09-14,2024-03-06,Active,UW-Team
POL15675400,P80009979,PH57337070,AST57579099,Commercial,380710.78,4682.84,4207.03,2023-07-23,2022-07-02,Active,UW-Team
POL90992455,P29761899,PH94726450,AST45737503,Auto,158141.37,733.28,1692.01,2021-04-08,2024-05-05,Active,UW-Team
POL67803931,P66686157,PH86550112,AST11817441,Commercial,823456.07,4912.72,1482.76,2018-05-04,2023-05-23,Cancelled,UW-Team
POL84168338,P17415555,PH96167670,AST07766914,Life,915906.03,6441.66,11742.25,2024-07-27,2025-03-13,Active,UW-Team
POL37629953,P17635917,PH65138988,AST64014585,Commercial,852227.23,8189.95,9026.27,2020-03-15,2022-08-01,Active,UW-Team
POL59438816,P43141508,PH29755688,AST29676674,Home,310932.47,9625.06,8652.67,2025-07-27,2023-08-14,Closed,UW-Team
POL81646897,P52539286,PH53519075,AST92021479,Home,746511.06,7538.45,3044.92,2024-11-05,2025-06-13,Closed,UW-Team
POL72145971,P02106283,PH86681578,AST96841956,Commercial,749164.15,6176.84,10666.89,2024-12-23,2020-06-04,Closed,UW-Team
POL45415230,P80872218,PH01246778,AST50204217,Life,709522.31,2451.82,7556.91,2021-01-07,2023-08-09,Cancelled,UW-Team
POL59941650,P44920162,PH29704460,AST22408971,Life,223326.16,8301.31,2492.88,2018-09-30,2020-10-12,Cancelled,UW-Team
POL80286576,P90525444,PH06110536,AST34635516,Commercial,151471.02,6852.2,9115.14,2024-01-19,2022-04-08,Active,UW-Team
POL40956703,P20170461,PH02049294,AST08785143,Auto,480061.12,2441.29,11553.64,2020-09-09,2020-06-28,Cancelled,UW-Team
POL50377042,P76961547,PH76883994,AST73462693,Home,765235.96,5220.79,2944.51,2022-03-27,2020-12-11,Active,UW-Team
POL06099466,P05746269,PH73106120,AST68683949,Home,351222.07,8358.14,9559.94,2025-11-01,2024-07-31,Pending,UW-Team
POL99314253,P87703681,PH08158656,AST02755106,Commercial,386411.4,2539.07,4516.54,2019-06-04,2022-08-12,Closed,UW-Team
POL56370994,P39878939,PH19229901,AST51985388,Commercial,604104.58,9649.87,6889.02,2018-01-04,2022-02-17,Closed,UW-Team
POL12424506,P28577651,PH79171978,AST42343948,Commercial,496851.5,9602.52,7227.44,2021-12-12,2020-02-26,Active,UW-Team
POL41098126,P88262303,PH20217055,AST77092985,Auto,76453.65,1767.47,10382.84,2022-04-11,2022-09-29,Closed,UW-Team
POL55319373,P14307632,PH13894775,AST58760757,Auto,886767.66,3683.04,4507.01,2025-07-22,2024-06-25,Cancelled,UW-Team
POL50313874,P34521696,PH67604905,AST51239681,Commercial,711967.95,6175.53,5544.05,2020-06-21,2020-05-10,Pending,UW-Team
POL86974098,P61255017,PH76150781,AST34914057,Life,743342.07,6637.37,4464.97,2025-06-02,2021-01-10,Closed,UW-Team
POL11346921,P84022885,PH86837877,AST00218122,Commercial,450708.29,4319.21,3994.98,2024-10-24,2024-02-16,Pending,UW-Team
POL61177764,P87671759,PH55643976,AST86840960,Life,94724.15,9609.81,14376.12,2018-03-20,2024-08-21,Closed,UW-Team
POL71131982,P40628234,PH56371845,AST03630136,Auto,161956.19,3170.95,6794.67,2018-01-29,2019-11-20,Cancelled,UW-Team
POL08021706,P44913548,PH71493172,AST16468154,Commercial,913965.73,3096.08,4824.85,2018-01-03,2023-08-25,Active,UW-Team
POL14897784,P91581518,PH90944010,AST14607521,Auto,958884.66,3523.35,1284.55,2020-07-06,2020-01-19,Active,UW-Team
POL24622894,P09312762,PH42119062,AST42321301,Commercial,178962.37,9782.98,5500.47,2024-10-18,2024-04-27,Pending,UW-Team
POL53002967,P73389241,PH13178329,AST87481672,Auto,349189.1,8561.59,2994.47,2022-12-25,2021-10-30,Pending,UW-Team
POL24670206,P19675355,PH34961775,AST35114252,Home,432012.21,1493.36,14639.81,2025-02-08,2019-10-31,Active,UW-Team
POL05032167,P10487958,PH65461374,AST04256604,Life,776021.87,2963.27,6519.55,2021-02-06,2025-10-15,Closed,UW-Team
