claim_id,claim_number,policy_id,policyholder_id,asset_id,adjuster_id,office_id,claim_type,description,incident_date,filed_date,status,estimated_loss,approved_amount,priority,incident_latitude,incident_longitude
CLM30905819,C37788839,POL10472149,PH37448318,AST35636231,ADJ83219586,OFF15289835,Flood,Claim event,2019-05-30,2023-03-31,Closed,175236.54,135682.5,High,25.091657,-100.237793
CLM92959378,C29661234,POL63324667,PH55839149,AST65463587,ADJ88132644,OFF77234574,Flood,Claim event,2025-04-06,2025-03-13,Pending,177840.84,14894.04,Low,30.795083,-92.870661
CLM06348215,C96543368,POL89891246,PH38434668,AST19570602,ADJ03498389,OFF65337029,Liability,Claim event,2024-04-29,2021-05-27,Active,47923.97,21895.62,High,31.500437,-92.563879
CLM19604828,C10703669,POL30877076,PH83869185,AST38465018,ADJ88572994,OFF65706423,Flood,Claim event,2022-02-20,2024-10-29,Cancelled,196557.12,82739.79,Low,37.517817,-70.12766
CLM98644072,C25987514,POL84248137,PH30957227,AST82892819,ADJ64722729,OFF70079064,Liability,Claim event,2023-05-25,2022-04-25,Cancelled,68285.25,25958.92,Low,38.235562,-74.096259
CLM20597920,C82877230,POL13435619,PH81954056,AST81596619,ADJ87567214,OFF56132205,Flood,Claim event,2024-02-14,2019-06-13,Pending,25975.26,27202.07,High,30.407233,-120.398096
CLM04616793,C20876349,POL54960370,PH30619252,AST38764331,ADJ41885124,OFF43324211,Flood,Claim event,2019-02-11,2022-10-03,Active,141647.26,9349.22,Medium,44.374066,-117.487593
CLM09042072,C20726901,POL28694092,PH79075560,AST59604696,ADJ17575688,OFF74383924,Collision,Claim event,2021-07-20,2018-12-02,Closed,132090.21,94773.11,High,35.454535,-120.438565
CLM41236049,C13372660,POL68220606,PH05445291,AST16639707,ADJ31253755,OFF51484090,Collision,Claim event,2018-11-23,2019-12-13,Active,43654.83,8574.3,Medium,45.980997,-103.023471
CLM17798311,C28561456,POL00015182,PH12190431,AST22618737,ADJ51823349,OFF21826265,Flood,Claim event,2023-11-17,2022-10-20,Closed,61968.85,15781.51,Medium,47.927352,-105.314842
CLM24674819,C05638940,POL29827926,PH58029804,AST39636601,ADJ33072050,OFF79368593,Theft,Claim event,2022-06-08,2020-07-31,Closed,125899.81,79538.46,Low,42.23364,-81.920785
CLM56475045,C06883703,POL79690218,PH18672589,AST52428968,ADJ31367849,OFF18935155,Flood,Claim event,2022-07-08,2018-04-16,Pending,74095.75,84850.69,Medium,38.557799,-115.723299
CLM60869321,C87867418,POL15909009,PH90865466,AST00173691,ADJ26481360,OFF49704710,Flood,Claim event,2023-08-14,2024-08-11,Closed,13213.09,63166.22,High,32.879901,-117.843108
CLM88392104,C40000716,POL06312373,PH83588530,AST91053962,ADJ03390752,OFF09786218,Liability,Claim event,2019-03-02,2022-03-02,Closed,30030.47,77282.71,Medium,37.604235,-74.82044
CLM93705416,C66815397,POL93945606,PH82112988,AST67472501,ADJ31915826,OFF09783406,Liability,Claim event,2023-09-10,2018-12-02,Cancelled,43260.56,21983.78,High,26.87985,-108.172007
CLM45526840,C94594990,POL93364050,PH36471144,AST31527051,ADJ22907033,OFF43324211,Theft,Claim event,2019-12-30,2025-11-18,Cancelled,124152.7,73928.88,Medium,35.974004,-113.597356
CLM59728867,C98736331,POL52699317,PH73228189,AST71995827,ADJ07823059,OFF25469357,Liability,Claim event,2023-12-01,2020-06-30,Pending,92350.9,76264.25,Low,47.825429,-90.621378
CLM52793435,C53944896,POL01427150,PH99159511,AST89197814,ADJ24990087,OFF21234273,Liability,Claim event,2024-09-21,2019-03-12,Cancelled,162516.96,27512.43,High,39.818106,-88.022669
CLM11620835,C64815519,POL63159939,PH14544346,AST20607215,ADJ06406215,OFF21703580,Collision,Claim event,2023-12-25,2020-03-11,Closed,132408.75,44002.88,Low,38.472074,-67.167323
CLM37042028,C81819721,POL56818058,PH11096141,AST64877063,ADJ74714678,OFF37769533,Theft,Claim event,2020-03-14,2024-08-02,Active,114301.76,80659.55,Medium,35.015158,-68.397486
CLM76344470,C12438879,POL55062766,PH01065445,AST17496250,ADJ38757761,OFF13126138,Fire,Claim event,2024-06-03,2024-05-29,Closed,194448.02,136638.19,Medium,28.091408,-70.262807
CLM38519218,C91294299,POL09673065,PH12865666,AST98255590,ADJ38470678,OFF80689523,Fire,Claim event,2024-05-31,2021-08-25,Cancelled,171665.04,66567.48,Low,36.16522,-104.456497
CLM34629204,C92009618,POL53686841,PH90580242,AST46924580,ADJ37362241,OFF78307625,Fire,Claim event,2018-11-03,2024-03-05,Cancelled,150904.89,110604.95,Low,37.815457,-78.542102
CLM24717646,C36775977,POL36129048,PH88466514,AST23785785,ADJ09367656,OFF12386327,Liability,Claim event,2019-02-15,2023-02-10,Active,131612.56,122009.59,High,46.903367,-114.099098
CLM78817549,C23209266,POL34202427,PH55379313,AST88812631,ADJ74451434,OFF62947252,Collision,Claim event,2024-04-20,2018-12-13,Pending,167163.26,124911.04,Medium,38.797594,-104.682711
CLM76854057,C39012050,POL08521646,PH38823330,AST98166181,ADJ50162535,OFF26003020,Fire,Claim event,2019-12-30,2023-04-03,Cancelled,110650.06,117245.57,Low,31.339689,-98.463478
CLM80269183,C84231765,POL77601143,PH76936720,AST13059626,ADJ29369494,OFF38135245,Fire,Claim event,2021-10-18,2018-07-06,Active,48005.79,101001.16,Medium,39.457405,-96.386795
CLM06890315,C83770449,POL98275110,PH29634386,AST24377151,ADJ66901112,OFF99123529,Collision,Claim event,2022-03-28,2023-07-18,Cancelled,134720.04,149197.63,High,37.601433,-89.285394
CLM34054013,C39906104,POL93152166,PH28582579,AST98212872,ADJ99564047,OFF28547796,Flood,Claim event,2025-07-08,2024-09-07,Cancelled,39485.35,132597.55,Medium,32.203134,-93.140514
CLM84001362,C67471271,POL36489899,PH27403074,AST36951869,ADJ14700880,OFF57163118,Flood,Claim event,2018-04-16,2018-11-16,Closed,18500.89,75428.65,Medium,40.897859,-89.182622
CLM40198107,C33536717,POL82127775,PH47703948,AST32833247,ADJ28985245,OFF46196321,Collision,Claim event,2021-12-17,2019-03-04,Pending,97349.79,104197.94,High,30.645739,-116.401376
CLM97100598,C82634117,POL22936831,PH91500684,AST73615098,ADJ87979124,OFF73455042,Fire,Claim event,2024-04-27,2023-09-22,Active,124858.73,140835.05,Low,32.360216,-70.366441
CLM80708399,C05444875,POL77453865,PH47987910,AST29402753,ADJ90253167,OFF60547511,Collision,Claim event,2019-03-11,2023-04-11,Cancelled,127535.23,123117.15,Low,45.895203,-76.081615
CLM61511631,C60806722,POL11482257,PH49688953,AST32934281,ADJ58507131,OFF29039804,Collision,Claim event,2022-09-11,2018-03-14,Closed,35277.81,117365.35,Low,40.56471,-97.503832
CLM30798185,C16797394,POL99635824,PH72108613,AST19426045,ADJ67064680,OFF17218160,Collision,Claim event,2020-09-25,2025-04-23,Pending,75063.29,86703.58,Medium,34.109668,-98.922907
CLM32259244,C52862235,POL73264505,PH19990504,AST21237179,ADJ28070396,OFF46032191,Theft,Claim event,2022-11-16,2021-11-15,Pending,161728.37,66256.47,High,45.197319,-80.203412
CLM99980023,C52305859,POL97228028,PH09320227,AST38476900,ADJ13968974,OFF65919834,Collision,Claim event,2020-11-14,2020-12-19,Pending,62594.27,149086.88,Low,26.929699,-88.362308
CLM50218597,C98507653,POL90746319,PH29336374,AST45836405,ADJ74492085,OFF99791332,Fire,Claim event,2022-03-20,2022-03-31,Pending,146430.44,62476.26,Low,27.494797,-76.374792
CLM58323658,C81181841,POL13073343,PH24973958,AST80161079,ADJ72039999,OFF46134009,Collision,Claim event,2019-01-03,2018-04-21,Active,192866.57,98411.78,High,37.160996,-118.156058
CLM57865513,C41317875,POL94700803,PH02828125,AST87833878,ADJ14838074,OFF00844852,Theft,Claim event,2018-05-22,2023-03-28,Closed,139248.82,13025.67,Medium,36.199949,-88.998802
CLM63958896,C67329993,POL00049050,PH26716871,AST13371642,ADJ01355457,OFF54597762,Collision,Claim event,2019-08-13,2018-04-09,Cancelled,43645.93,92894.91,High,33.329052,-69.013862
CLM12038589,C36616700,POL31076904,PH83106527,AST69436535,ADJ21679568,OFF14244734,Liability,Claim event,2021-06-07,2019-06-25,Pending,75822.88,43123.8,Low,25.671012,-108.757019
CLM01745773,C41333464,POL67480506,PH46185325,AST17269749,ADJ95610412,OFF93952881,Theft,Claim event,2020-11-26,2023-12-19,Cancelled,157623.9,36495.77,Medium,27.553568,-122.364314
CLM71771254,C08199141,POL49441437,PH75666741,AST30485570,ADJ73056007,OFF07787674,Theft,Claim event,2019-12-20,2024-04-19,Pending,45097.62,36239.53,Low,29.471178,-71.958254
CLM98733778,C51663583,POL09286574,PH98266346,AST80833480,ADJ22397972,OFF60710670,Theft,Claim event,2025-12-19,2024-01-08,Pending,190663.16,33997.86,Low,27.838119,-81.029498
CLM61887535,C77840753,POL43872732,PH80633588,AST70730815,ADJ05094277,OFF13980980,Liability,Claim event,2024-03-27,2024-12-28,Active,49802.8,41206.56,High,45.199408,-78.078247
CLM25037232,C07285340,POL19276633,PH75769420,AST42057002,ADJ75281376,OFF25934217,Liability,Claim event,2020-09-05,2019-01-31,Pending,195521.49,25849.35,High,31.064198,-67.686022
CLM92995782,C85623816,POL54453104,PH39817018,AST07504613,ADJ55457964,OFF53337885,Fire,Claim event,2023-03-18,2019-06-15,Active,149555.73,69825.18,Medium,28.993607,-83.348682
CLM12541233,C93315131,POL80837908,PH83805934,AST30865736,ADJ38252018,OFF51871075,Theft,Claim event,2022-12-21,2018-08-06,Cancelled,90619.22,91106.69,Medium,25.713953,-99.580854
CLM09007219,C53490866,POL14306759,PH33823995,AST67254140,ADJ35952794,OFF73127197,Liability,Claim event,2019-12-30,2018-04-14,Cancelled,5901.71,122916.53,Low,38.583225,-114.236325
CLM32481269,C88168621,POL77553665,PH23704810,AST63123516,ADJ48951492,OFF40954028,Collision,Claim event,2023-12-06,2024-09-17,Pending,187553.51,17076.96,Medium,38.912975,-112.530375
CLM72271540,C78599663,POL56337921,PH89760831,AST11002031,ADJ78646869,OFF15204251,Flood,Claim event,2025-11-13,2018-05-31,Active,82899.17,14443.87,Low,37.323074,-119.133377
CLM21461349,C26215022,POL89325740,PH82729781,AST10528030,ADJ58104950,OFF39237266,Collision,Claim event,2022-12-04,2018-10-01,Pending,178973.06,107320.93,Low,42.553272,-109.063798
CLM31833863,C33797124,POL14269970,PH80470030,AST35404031,ADJ26817149,OFF74605785,Theft,Claim event,2018-11-08,2019-06-22,Active,97023.79,13340.72,Low,35.810553,-121.273372
CLM79335274,C25068433,POL60022572,PH61161193,AST22224220,ADJ83877544,OFF27659052,Liability,Claim event,2018-12-27,2024-07-09,Pending,49870.95,71905.37,Medium,44.649389,-112.831048
CLM12132507,C76843178,POL94859335,PH66807003,AST52347976,ADJ12632940,OFF78255462,Liability,Claim event,2021-06-16,2023-12-11,Pending,27521.45,143049.79,Low,40.11572,-122.200846
CLM87779212,C74829761,POL16557191,PH31777018,AST63347111,ADJ85552823,OFF51871051,Liability,Claim event,2019-10-09,2018-08-22,Pending,132346.43,102904.68,High,42.205364,-73.412623
CLM66469139,C44203559,POL39431366,PH55997493,AST55750585,ADJ05910601,OFF90755644,Collision,Claim event,2021-03-31,2025-03-29,Pending,20365.36,63432.4,Low,36.770452,-82.764586
CLM10456973,C37346496,POL55480928,PH67782092,AST47691225,ADJ01023210,OFF91258795,Theft,Claim event,2021-09-23,2025-09-05,Closed,142832.53,29872.17,Medium,43.183251,-71.883798
CLM27248022,C72019095,POL59074890,PH76871988,AST65207451,ADJ38948594,OFF49954781,Collision,Claim event,2023-09-15,2019-09-06,Cancelled,30131.63,128325.85,Low,40.379141,-79.833783
CLM47147158,C47666614,POL26328056,PH13814589,AST07001496,ADJ90283972,OFF01347150,Fire,Claim event,2018-01-12,2019-10-30,Active,157247.83,128713.58,High,45.845428,-110.692902
CLM75355186,C99369328,POL05066733,PH30468892,AST80415242,ADJ97703427,OFF19556991,Liability,Claim event,2020-02-20,2025-08-24,Active,178195.08,120720.57,High,43.816097,-87.905306
CLM88914414,C66583866,POL99703128,PH23078363,AST04015904,ADJ52447794,OFF55291039,Collision,Claim event,2018-08-02,2023-06-02,Pending,122017.93,46305.77,Medium,42.03245,-119.404926
CLM72940699,C18652380,POL31357616,PH56960920,AST92161686,ADJ77957222,OFF72932085,Flood,Claim event,2025-07-01,2022-01-16,Closed,178112.28,141591.85,Medium,32.750412,-95.114408
CLM62973111,C00530139,POL41833039,PH55999527,AST85764203,ADJ11196175,OFF78866065,Theft,Claim event,2025-04-12,2022-05-10,Cancelled,1386.9,87973.59,Medium,30.256233,-108.891941
CLM71923594,C05335252,POL22184034,PH93021550,AST20864941,ADJ81106567,OFF59191063,Flood,Claim event,2018-10-28,2019-04-22,Pending,123192.02,124339.15,Medium,47.448922,-93.190544
CLM96810391,C05605262,POL72882039,PH99449338,AST74370431,ADJ99987967,OFF87085510,Liability,Claim event,2021-06-12,2022-06-02,Closed,62688.95,118738.39,Low,38.562614,-91.32974
CLM14163004,C14755404,POL56175309,PH23779657,AST42012633,ADJ25044207,OFF77293712,Flood,Claim event,2025-03-11,2022-04-03,Cancelled,185557.95,52458.98,Low,45.866363,-101.947128
CLM71954277,C22728527,POL70041851,PH94222297,AST77911586,ADJ97320025,OFF18373923,Flood,Claim event,2020-03-20,2021-06-27,Pending,86648.08,49970.85,High,37.161004,-75.501113
CLM25811380,C27446866,POL24129167,PH50170008,AST68077335,ADJ24072579,OFF08853355,Fire,Claim event,2021-08-15,2020-05-04,Cancelled,158200.0,101560.21,Low,47.37206,-69.62373
CLM24318161,C76998235,POL79380687,PH41808956,AST85692191,ADJ15534931,OFF88828315,Collision,Claim event,2022-12-15,2025-07-28,Active,123113.37,106321.41,Low,41.451412,-110.112872
CLM17239966,C45157711,POL20664493,PH61044005,AST81885508,ADJ13007036,OFF12494729,Flood,Claim event,2024-07-01,2022-06-19,Active,153949.58,80845.55,Medium,46.218879,-97.330487
CLM21579519,C62505510,POL34454785,PH23278052,AST79630692,ADJ44757353,OFF78127421,Fire,Claim event,2023-05-13,2022-06-17,Cancelled,135960.09,61884.83,Low,31.878643,-86.846656
CLM89090886,C35398824,POL53327648,PH53736933,AST50647205,ADJ64915357,OFF21641544,Collision,Claim event,2022-01-23,2023-06-28,Pending,155836.83,43423.32,Medium,43.308485,-100.780791
CLM15384441,C28419414,POL43337032,PH21468782,AST56827643,ADJ32845793,OFF20093810,Fire,Claim event,2019-07-09,2024-11-21,Closed,52924.91,122152.92,High,25.490558,-105.182153
CLM08742761,C96889522,POL47875534,PH01503796,AST87168121,ADJ46329604,OFF60888169,Fire,Claim event,2023-08-20,2022-04-02,Pending,65707.26,61371.91,High,30.75659,-110.121618
CLM52157420,C03174097,POL55370268,PH44220165,AST89662466,ADJ83916590,OFF30072217,Flood,Claim event,2018-08-24,2025-11-25,Active,20335.49,119147.97,Low,38.164409,-78.719365
CLM51976068,C75860000,POL92559317,PH64965953,AST65072844,ADJ94052507,OFF84860405,Theft,Claim event,2019-07-22,2019-04-03,Pending,133507.36,57363.27,Low,46.654236,-98.032707
CLM33169087,C16223501,POL84296215,PH65507536,AST93803254,ADJ02156374,OFF74895641,Theft,Claim event,2023-03-30,2024-09-07,Active,82722.53,134992.67,High,31.199947,-110.421403
CLM53628321,C40203570,POL02887448,PH77680986,AST12624400,ADJ46195610,OFF57124396,Liability,Claim event,2019-09-30,2020-05-25,Pending,150599.12,117921.61,Low,34.480246,-102.360859
CLM41648212,C18447892,POL75520802,PH09262725,AST60675599,ADJ68074303,OFF56801821,Collision,Claim event,2021-01-24,2018-12-22,Active,181670.7,74518.23,Low,39.309547,-118.214939
CLM63865526,C05824946,POL96634809,PH87083713,AST01970034,ADJ18965028,OFF36832146,Theft,Claim event,2025-08-26,2019-09-11,Cancelled,75843.42,129633.03,Low,40.194549,-97.075995
CLM94514288,C47044834,POL28802342,PH20695647,AST68808238,ADJ14176355,OFF81230356,Collision,Claim event,2018-03-30,2024-05-30,Active,101042.92,41775.23,High,26.240107,-86.891165
CLM76956316,C56925854,POL01187626,PH39332426,AST81540377,ADJ80798732,OFF17897269,Flood,Claim event,2019-04-04,2024-01-02,Closed,110256.28,136582.6,Medium,32.339976,-92.115496
CLM33681671,C19031008,POL48491064,PH73003527,AST00802650,ADJ52659071,OFF71438622,Liability,Claim event,2022-03-04,2025-02-11,Pending,180171.85,93062.19,High,37.881298,-91.392629
CLM72890205,C58511887,POL79325328,PH65993183,AST23003324,ADJ78572810,OFF47876056,Liability,Claim event,2022-05-24,2024-04-29,Pending,165124.15,148045.05,Low,32.549526,-103.800337
CLM02773626,C65027183,POL47313065,PH21479756,AST95639661,ADJ44258639,OFF78893213,Fire,Claim event,2021-12-05,2018-06-14,Cancelled,36758.75,134931.61,Low,32.208567,-87.695257
CLM00289321,C17901330,POL98275110,PH36973533,AST18979950,ADJ90254860,OFF68613526,Liability,Claim event,2024-01-04,2019-09-02,Cancelled,3616.02,130585.82,High,45.542319,-87.705073
CLM03785008,C23034092,POL92279644,PH46024008,AST88110587,ADJ10664454,OFF83692647,Flood,Claim event,2024-06-24,2023-10-30,Closed,111123.22,144050.01,Low,33.304906,-116.868573
CLM08224862,C80481358,POL14195378,PH81918080,AST96802198,ADJ03412625,OFF83501867,Flood,Claim event,2018-11-26,2019-05-24,Active,107041.38,44698.39,High,42.148364,-106.761003
CLM18805925,C34064852,POL76820561,PH90404823,AST00406851,ADJ86490024,OFF28547796,Theft,Claim event,2019-12-09,2025-09-07,Closed,4160.54,33908.88,Low,38.616304,-117.436843
CLM13342088,C94621387,POL95731123,PH81329843,AST78926486,ADJ91488331,OFF72382308,Liability,Claim event,2023-08-21,2024-07-23,Active,92777.47,89838.32,Low,31.894938,-99.716496
CLM05785256,C50474381,POL09826117,PH19804340,AST61019031,ADJ17233778,OFF91176839,Flood,Claim event,2024-05-05,2019-12-08,Pending,154196.39,97756.53,High,44.23347,-67.884624
CLM50698168,C42210804,POL21651641,PH41937477,AST78095611,ADJ08987497,OFF96749814,Theft,Claim event,2020-07-30,2023-06-18,Closed,113354.52,92395.9,High,40.758158,-101.675334
CLM69614838,C69099056,POL08131744,PH72291755,AST16794476,ADJ14928666,OFF79015233,Flood,Claim event,2020-11-20,2022-04-23,Active,45330.93,41958.62,Low,43.1235,-80.796038
CLM62118234,C31450489,POL13139301,PH18566403,AST78472488,ADJ13723687,OFF63537916,Flood,Claim event,2025-08-10,2024-09-30,Closed,162958.62,29316.88,High,30.724635,-113.742767
CLM47031727,C82024154,POL25893459,PH90952774,AST14691161,ADJ39800280,OFF22339356,Fire,Claim event,2021-03-02,2018-08-27,Closed,14662.53,141618.95,High,29.033255,-118.804035
CLM45041059,C17467578,POL13378462,PH03037263,AST94395839,ADJ09382304,OFF75040212,Theft,Claim event,2018-06-01,2022-01-15,Pending,149381.74,69109.12,High,36.492374,-78.202634
CLM30151727,C94666875,POL42347896,PH81065780,AST56888261,ADJ53074344,OFF54825050,Fire,Claim event,2023-12-27,2025-12-27,Closed,65825.94,44613.19,High,42.963188,-110.631121
CLM20546948,C26081606,POL17535209,PH42920832,AST97893319,ADJ79278908,OFF99952880,Collision,Claim event,2024-01-29,2022-08-04,Active,173230.94,34724.05,Medium,38.415107,-110.343207
CLM72667888,C37896387,POL83477735,PH39095470,AST28241629,ADJ84136582,OFF16700873,Theft,Claim event,2025-02-20,2018-01-07,Closed,174007.58,63876.83,Low,28.25742,-123.549641
CLM36461804,C13571468,POL46837552,PH63083771,AST88285169,ADJ47871744,OFF66315302,Flood,Claim event,2024-08-08,2023-11-28,Cancelled,153908.59,28423.27,Low,41.843784,-101.116011
CLM64839457,C69381076,POL32475782,PH77978129,AST92762771,ADJ50753667,OFF38696288,Liability,Claim event,2025-09-02,2023-08-15,Active,31256.02,67791.55,Medium,39.583799,-82.068051
CLM20172022,C59670502,POL99085612,PH17532045,AST03024312,ADJ53227376,OFF92642292,Liability,Claim event,2021-11-26,2021-01-13,Active,102300.07,116688.14,Medium,38.87804,-72.276525
CLM28896438,C77270507,POL35993626,PH93857814,AST47860983,ADJ30316215,OFF01943718,Fire,Claim event,2022-02-13,2018-08-14,Cancelled,131105.57,4313.95,Medium,25.996996,-104.253417
CLM38691035,C41444701,POL30294498,PH69982004,AST91226444,ADJ70271738,OFF69342583,Theft,Claim event,2019-02-12,2022-12-28,Pending,43954.52,66261.53,Medium,46.194389,-121.937314
CLM85795293,C15063788,POL75988230,PH63421463,AST41287411,ADJ42831691,OFF69732775,Fire,Claim event,2025-02-06,2023-03-02,Closed,140430.59,75026.6,Low,37.344883,-75.785842
CLM00359682,C54966312,POL54904870,PH34081915,AST29393635,ADJ22562486,OFF64677698,Flood,Claim event,2024-02-01,2020-12-08,Closed,87806.03,114153.11,High,35.527768,-95.493825
CLM10793178,C20445255,POL80955318,PH02934578,AST33636506,ADJ15963056,OFF17977531,Theft,Claim event,2020-11-15,2022-12-08,Active,5913.71,67133.56,High,31.348143,-113.821621
CLM63353249,C67601305,POL83927521,PH72031271,AST92662953,ADJ41746904,OFF19560166,Liability,Claim event,2019-05-12,2022-02-04,Active,129829.99,83152.81,Low,39.37243,-121.416212
CLM69287517,C67626993,POL67987531,PH22078362,AST87421423,ADJ52353498,OFF40165019,Flood,Claim event,2022-01-01,2025-09-28,Closed,43622.68,55699.44,Low,34.027926,-111.849726
CLM18447810,C83223834,POL58348495,PH39220275,AST45550080,ADJ04557055,OFF97480538,Flood,Claim event,2023-04-09,2020-12-06,Pending,140488.17,79035.89,Low,39.656492,-122.582682
CLM57757197,C73061911,POL82393374,PH99445741,AST08102252,ADJ72165368,OFF99299917,Collision,Claim event,2019-10-30,2020-10-19,Closed,63471.03,119374.17,Medium,33.439586,-115.175542
CLM99931127,C06625212,POL69244971,PH66800549,AST44410628,ADJ25749535,OFF75046189,Fire,Claim event,2025-12-25,2025-05-01,Cancelled,2188.37,144466.45,High,40.686765,-110.640938
CLM29917138,C11339285,POL90001565,PH93193892,AST33951117,ADJ42290196,OFF70744585,Theft,Claim event,2021-09-13,2018-02-05,Cancelled,56034.71,95894.46,High,29.674146,-71.677823
CLM12891274,C68521008,POL49322252,PH92501348,AST90518919,ADJ93412959,OFF39691874,Liability,Claim event,2018-12-06,2022-01-22,Cancelled,26349.2,54155.86,High,40.516867,-111.751963
CLM89322453,C94698376,POL51615888,PH21048661,AST59147295,ADJ10873195,OFF31428593,Theft,Claim event,2023-03-16,2021-07-03,Active,164937.76,6446.61,High,28.437778,-105.083556
CLM46661921,C28126167,POL45088726,PH54030552,AST15401281,ADJ96824021,OFF19458662,Liability,Claim event,2018-08-31,2025-10-09,Pending,133061.76,122113.39,High,33.806189,-112.464511
CLM92825700,C45660982,POL52182604,PH97831126,AST38495210,ADJ90914989,OFF23866766,Flood,Claim event,2025-08-14,2019-03-02,Pending,125827.43,123986.27,High,35.027593,-76.905017
CLM78969711,C71303649,POL08220968,PH16008659,AST43412100,ADJ15757515,OFF18721565,Theft,Claim event,2020-12-31,2025-02-17,Closed,2407.83,67891.5,Medium,38.687659,-71.155354
CLM03684368,C37787834,POL78165342,PH73673464,AST55405673,ADJ43383114,OFF96618891,Theft,Claim event,2023-01-27,2025-10-30,Closed,44973.77,123982.03,Medium,25.626534,-68.436725
CLM79552915,C48360958,POL93754807,PH38149369,AST57130521,ADJ56799485,OFF99326234,Flood,Claim event,2018-05-06,2021-05-16,Pending,89507.27,981.76,High,41.766858,-76.254697
CLM33839270,C33522038,POL83611647,PH18962388,AST02284060,ADJ30628336,OFF99534772,Flood,Claim event,2023-04-11,2018-02-06,Active,107751.74,146980.7,Medium,42.018762,-67.764958
CLM46203808,C89519387,POL94766876,PH74690004,AST18249205,ADJ15064182,OFF66677088,Flood,Claim event,2020-03-24,2024-11-15,Pending,184640.81,110512.73,Low,27.828119,-113.79317
CLM29988713,C24933021,POL38767267,PH94636186,AST80298140,ADJ31703265,OFF75125232,Collision,Claim event,2025-06-09,2021-01-22,Pending,165406.02,20869.83,Low,35.028902,-111.868513
CLM88203527,C31527817,POL97245135,PH03767063,AST12535267,ADJ68932477,OFF07623597,Flood,Claim event,2022-10-10,2019-06-30,Pending,136325.06,74851.04,High,34.471802,-98.454045
CLM45854678,C41644543,POL35338318,PH03996158,AST26089532,ADJ46565621,OFF85788498,Fire,Claim event,2018-02-15,2024-08-13,Active,154925.94,140124.51,Medium,39.496894,-83.703865
CLM01620854,C04919237,POL91242699,PH08422181,AST79525424,ADJ17906664,OFF43151177,Fire,Claim event,2024-08-19,2022-12-27,Active,122812.38,53997.72,High,35.183369,-102.541232
CLM72802327,C09414030,POL07049743,PH71493172,AST86622000,ADJ27602102,OFF84748357,Liability,Claim event,2021-09-22,2021-06-03,Closed,182774.59,132989.27,Medium,30.40221,-117.99273
CLM54541199,C11853484,POL29779552,PH19607110,AST05708438,ADJ50397978,OFF52923295,Collision,Claim event,2020-11-13,2020-09-29,Closed,175664.19,113945.99,Low,43.879698,-91.416858
CLM29825043,C12051041,POL92231540,PH06694365,AST72779576,ADJ49250885,OFF30016203,Flood,Claim event,2023-07-22,2022-07-30,Cancelled,171107.35,25956.66,High,46.118792,-67.186451
CLM28556677,C62327911,POL70185707,PH01803969,AST86864782,ADJ41019650,OFF37327460,Collision,Claim event,2025-07-19,2023-09-01,Active,70833.48,119961.77,Low,40.63971,-80.096815
CLM86231766,C80202284,POL21874677,PH45577149,AST46493120,ADJ46197266,OFF23836801,Liability,Claim event,2019-03-23,2023-01-25,Cancelled,26191.44,9060.52,Medium,46.135456,-123.767381
CLM29343243,C15603394,POL43175828,PH87772802,AST78517279,ADJ04157318,OFF76036686,Theft,Claim event,2018-08-04,2023-04-09,Closed,145832.79,51814.55,Medium,40.397273,-79.252049
CLM37609697,C65311795,POL62578479,PH91684162,AST70281001,ADJ24139772,OFF84864727,Collision,Claim event,2021-05-17,2024-08-23,Active,110001.44,117079.34,Medium,43.80711,-93.670206
CLM05693754,C43462192,POL34202218,PH49943628,AST57240548,ADJ18148656,OFF29747738,Fire,Claim event,2020-07-14,2018-07-10,Cancelled,120786.41,4743.94,Medium,45.343804,-100.830704
CLM06530410,C08604836,POL83142323,PH74093910,AST28843161,ADJ50444987,OFF50251334,Liability,Claim event,2018-01-22,2024-02-04,Closed,37845.61,105643.62,Medium,25.257385,-106.732933
CLM98658447,C46636939,POL27988808,PH49527350,AST44248722,ADJ22562486,OFF44646629,Collision,Claim event,2022-12-28,2021-12-21,Closed,45128.33,52875.34,High,47.620222,-120.958189
CLM84702459,C92387608,POL31819040,PH12151313,AST16799638,ADJ11376049,OFF43924626,Flood,Claim event,2019-09-23,2024-10-03,Cancelled,184501.79,77853.27,Low,39.148601,-73.643002
CLM77563670,C43364894,POL96145949,PH66153825,AST79597796,ADJ55501064,OFF11994093,Collision,Claim event,2024-01-02,2024-04-19,Cancelled,147474.0,41932.02,Medium,40.75089,-115.576996
CLM13696128,C49370603,POL67987531,PH99445741,AST92902437,ADJ09238853,OFF06732141,Liability,Claim event,2023-12-22,2022-02-22,Pending,168958.5,35491.87,High,34.571017,-84.150812
CLM21084465,C67315356,POL70063642,PH97496483,AST63239172,ADJ15777319,OFF25289310,Collision,Claim event,2025-11-15,2025-09-24,Active,191787.72,7805.85,Medium,25.318816,-113.318697
CLM69324713,C28435093,POL10238996,PH22501839,AST46493120,ADJ18347391,OFF46575053,Collision,Claim event,2024-12-16,2023-05-16,Cancelled,27593.66,103463.07,Medium,25.235513,-92.775604
CLM75137371,C72747699,POL22742493,PH77192590,AST78241589,ADJ35774897,OFF08453261,Collision,Claim event,2024-11-28,2025-08-04,Cancelled,147121.28,30522.15,Medium,47.764149,-95.816898
