inspection_id,asset_id,office_id,inspection_type,status,scheduled_date,completed_date,appraised_value,inspector_notes,condition_rating
INSP65938466,AST76219515,OFF31764593,Follow-up,Cancelled,2018-01-20,2023-10-03,103429.37,OK,Poor
INSP22754703,AST77492394,OFF62722887,Initial,Pending,2020-07-06,2025-05-19,98736.04,OK,Good
INSP07551181,AST52419849,OFF84083760,Follow-up,Pending,2022-11-06,2024-07-18,56949.54,OK,Excellent
INSP24672480,AST18705502,OFF72831874,Initial,Closed,2022-03-01,2024-08-18,170470.07,OK,Poor
INSP82608043,AST26872328,OFF21910729,Annual,Pending,2019-02-21,2025-04-02,68918.06,OK,Poor
INSP12848958,AST41675180,OFF38169109,Follow-up,Cancelled,2019-07-31,2019-03-30,226723.3,OK,Good
INSP33002713,AST85753648,OFF24160571,Annual,Cancelled,2020-01-01,2024-10-08,201927.78,OK,Excellent
INSP05914175,AST10725185,OFF11977424,Annual,Cancelled,2021-11-13,2025-11-21,17322.95,OK,Excellent
INSP97395352,AST51085270,OFF64493938,Follow-up,Cancelled,2020-09-07,2021-09-19,6749.05,OK,Fair
INSP73622610,AST41174403,OFF40751252,Follow-up,Cancelled,2023-12-05,2019-01-27,25912.9,OK,Good
INSP76336327,AST26086325,OFF75507767,Initial,Closed,2020-11-24,2023-01-24,99680.51,OK,Poor
INSP15715286,AST44416061,OFF05265182,Follow-up,Active,2023-08-24,2021-01-25,102166.73,OK,Good
INSP05164522,AST97692815,OFF08038109,Initial,Pending,2023-01-22,2023-07-18,119883.67,OK,Good
INSP35547816,AST40978306,OFF17127912,Initial,Pending,2018-08-18,2025-07-18,205024.98,OK,Excellent
INSP06087599,AST94846733,OFF92041691,Annual,Pending,2019-12-21,2024-11-24,8333.67,OK,Fair
INSP94578223,AST57905534,OFF17897269,Annual,Pending,2023-12-30,2020-12-17,158462.85,OK,Fair
INSP21004999,AST54187289,OFF66023327,Follow-up,Cancelled,2020-11-22,2022-04-01,235838.19,OK,Fair
INSP84522708,AST64988433,OFF40942686,Annual,Cancelled,2020-12-19,2025-08-08,192858.54,OK,Fair
INSP29650888,AST51300123,OFF02593701,Follow-up,Active,2021-12-01,2023-12-07,119931.92,OK,Poor
INSP60199678,AST70595161,OFF58825369,Follow-up,Closed,2025-11-13,2022-11-07,14054.34,OK,Poor
INSP87696181,AST35680271,OFF20845730,Initial,Active,2020-09-03,2019-11-29,232852.97,OK,Fair
INSP00079193,AST36551019,OFF27318621,Initial,Cancelled,2025-11-25,2024-11-29,8344.8,OK,Good
INSP34297136,AST98857462,OFF44467816,Follow-up,Closed,2024-07-01,2018-02-08,177737.08,OK,Poor
INSP47875989,AST51040792,OFF91258795,Annual,Closed,2024-05-23,2020-11-27,82067.93,OK,Good
INSP89605106,AST48230133,OFF01638775,Follow-up,Cancelled,2023-06-04,2025-03-11,160125.72,OK,Fair
INSP92356650,AST17738087,OFF31185687,Follow-up,Active,2025-01-25,2023-01-18,76649.03,OK,Fair
INSP02898449,AST24816518,OFF24264729,Follow-up,Closed,2018-09-09,2024-03-15,248741.08,OK,Fair
INSP76412931,AST44435587,OFF78395950,Initial,Cancelled,2022-05-02,2021-07-29,195997.82,OK,Poor
INSP88763837,AST77586770,OFF97708465,Annual,Cancelled,2018-01-28,2020-05-25,63647.75,OK,Poor
INSP63338032,AST49712720,OFF74463601,Follow-up,Active,2019-07-05,2024-06-19,8254.4,OK,Excellent
INSP25052297,AST84962134,OFF60420016,Annual,Pending,2023-08-30,2023-05-25,38428.97,OK,Poor
INSP20502499,AST52399405,OFF30900921,Annual,Pending,2022-03-21,2022-04-19,129453.93,OK,Good
INSP43815418,AST73462693,OFF59212890,Initial,Pending,2025-08-28,2018-09-14,248986.23,OK,Fair
INSP06364359,AST85712450,OFF42552977,Annual,Pending,2019-08-25,2025-02-23,97838.76,OK,Excellent
INSP78694194,AST10389720,OFF45666038,Initial,Active,2018-10-27,2018-01-27,235120.86,OK,Fair
INSP68634817,AST34404025,OFF32998059,Follow-up,Active,2019-03-06,2025-11-09,237514.42,OK,Good
INSP31897676,AST88988451,OFF39970291,Annual,Active,2023-12-26,2018-09-04,59994.9,OK,Excellent
INSP38003823,AST34370221,OFF36034374,Annual,Active,2024-02-04,2019-12-31,191299.56,OK,Poor
INSP83898835,AST51076882,OFF01433979,Follow-up,Active,2022-06-10,2023-06-09,9654.28,OK,Excellent
INSP26362206,AST80623061,OFF43029844,Initial,Cancelled,2020-11-03,2020-10-23,160521.85,OK,Poor
INSP69682138,AST74692473,OFF83276597,Annual,Closed,2025-01-30,2024-12-21,86991.84,OK,Poor
INSP94699426,AST29329688,OFF82447399,Initial,Cancelled,2024-11-20,2022-03-02,170504.58,OK,Good
INSP67072843,AST80527494,OFF64493938,Follow-up,Closed,2019-08-28,2021-12-28,209707.82,OK,Good
INSP99442216,AST46252571,OFF62288658,Follow-up,Active,2025-12-03,2018-11-26,160813.91,OK,Good
INSP21159784,AST89356912,OFF67936883,Follow-up,Closed,2020-01-20,2020-08-17,121189.86,OK,Fair
INSP23756521,AST12690598,OFF87032126,Follow-up,Active,2024-06-07,2018-05-28,214551.32,OK,Good
INSP31952638,AST10490166,OFF97341075,Initial,Active,2020-11-25,2025-06-29,73110.36,OK,Fair
INSP86400408,AST72710056,OFF18246440,Annual,Active,2018-09-17,2023-11-09,32613.55,OK,Fair
INSP78326946,AST06271616,OFF80120823,Initial,Cancelled,2019-07-05,2023-12-06,25379.58,OK,Excellent
INSP87573048,AST76164659,OFF21398115,Follow-up,Pending,2023-07-26,2019-04-03,77928.14,OK,Excellent
INSP89678998,AST02217404,OFF06038830,Initial,Pending,2019-11-13,2023-07-28,192094.05,OK,Fair
INSP08385322,AST02891842,OFF46026501,Annual,Active,2022-09-13,2021-11-28,84955.06,OK,Fair
INSP67062126,AST02665267,OFF58864193,Follow-up,Cancelled,2018-09-08,2024-02-05,50638.04,OK,Good
INSP87649815,AST31269024,OFF02395114,Annual,Closed,2021-08-10,2021-08-08,55714.31,OK,Fair
INSP34801227,AST83572835,OFF04491720,Initial,Cancelled,2022-02-23,2019-11-25,78538.63,OK,Poor
INSP65588815,AST07766914,OFF17943789,Initial,Active,2021-09-18,2019-05-29,202036.06,OK,Fair
INSP20727720,AST30792942,OFF78730875,Follow-up,Pending,2022-06-11,2019-06-22,21883.19,OK,Good
INSP17535018,AST04380891,OFF26823777,Follow-up,Cancelled,2024-03-24,2023-05-14,223858.84,OK,Poor
INSP88772494,AST25499638,OFF74954908,Initial,Cancelled,2018-05-16,2022-03-19,244918.19,OK,Fair
INSP40270288,AST60771757,OFF72043929,Initial,Closed,2024-05-31,2022-03-11,17091.48,OK,Fair
INSP94531145,AST97893319,OFF60045068,Initial,Active,2025-08-02,2021-04-04,160412.71,OK,Good
INSP17968275,AST21493588,OFF22816417,Initial,Active,2022-10-20,2025-02-05,60638.97,OK,Fair
INSP69465675,AST46328567,OFF30590540,Initial,Active,2020-08-18,2020-09-03,70119.42,OK,Poor
INSP07711902,AST57564225,OFF55936629,Follow-up,Active,2020-10-02,2023-02-14,9423.54,OK,Excellent
INSP68513940,AST37080509,OFF98749473,Annual,Cancelled,2021-09-18,2019-07-11,189022.43,OK,Poor
INSP52296255,AST84601263,OFF42965927,Follow-up,Active,2021-03-05,2023-03-19,22755.65,OK,Fair
INSP20921180,AST19134663,OFF90461062,Follow-up,Active,2020-11-17,2020-05-08,24157.89,OK,Fair
INSP09097341,AST89476605,OFF24858719,Initial,Active,2024-05-03,2019-05-06,244698.36,OK,Excellent
INSP85064144,AST38436471,OFF32078096,Annual,Closed,2024-11-10,2022-05-31,240075.19,OK,Good
INSP66235922,AST94839342,OFF01794182,Follow-up,Pending,2024-06-03,2024-11-21,174981.91,OK,Poor
INSP62366947,AST78432780,OFF70593895,Annual,Pending,2024-06-28,2024-02-11,133617.07,OK,Good
INSP92601211,AST64411579,OFF14270037,Initial,Pending,2023-04-13,2025-11-22,184057.25,OK,Poor
INSP42394556,AST64205618,OFF13980980,Initial,Closed,2021-04-10,2021-09-15,208785.16,OK,Poor
INSP91531745,AST86788029,OFF83170560,Initial,Cancelled,2022-03-02,2023-12-08,135073.54,OK,Excellent
INSP04358164,AST31402365,OFF07709040,Initial,Cancelled,2025-09-08,2022-02-08,171690.79,OK,Poor
INSP80177956,AST82843535,OFF62529740,Follow-up,Active,2018-01-23,2018-06-08,199007.09,OK,Excellent
INSP51623496,AST59774230,OFF92565683,Initial,Pending,2025-07-26,2018-09-29,25194.97,OK,Poor
INSP82633149,AST71051792,OFF42493129,Initial,Closed,2020-08-23,2024-01-06,196056.97,OK,Fair
INSP02705236,AST98002695,OFF84506177,Initial,Closed,2024-02-07,2025-11-16,168880.62,OK,Poor
INSP76438709,AST09927453,OFF96135716,Initial,Pending,2021-06-03,2020-10-23,138399.14,OK,Poor
INSP37939475,AST31810541,OFF81796678,Follow-up,Cancelled,2020-03-28,2021-10-01,206220.57,OK,Excellent
INSP17087121,AST25383470,OFF85789152,Initial,Cancelled,2022-02-02,2022-01-29,211214.67,OK,Excellent
INSP09056793,AST29081087,OFF05718734,Follow-up,Pending,2021-09-22,2023-04-18,223946.77,OK,Excellent
INSP18722784,AST95040646,OFF09961213,Initial,Pending,2022-07-24,2025-05-27,161532.34,OK,Fair
INSP51188749,AST83137655,OFF34564742,Annual,Pending,2024-11-04,2020-04-03,79044.21,OK,Excellent
INSP37641433,AST84116769,OFF60306695,Follow-up,Closed,2021-03-13,2025-09-12,57893.93,OK,Excellent
INSP23554185,AST96288894,OFF04886728,Follow-up,Closed,2025-09-28,2020-07-11,36808.02,OK,Fair
INSP06514095,AST80671938,OFF54772060,Initial,Pending,2019-06-19,2020-11-20,163442.56,OK,Fair
INSP85257279,AST02496764,OFF08560066,Annual,Pending,2018-11-05,2018-08-25,231739.95,OK,Good
INSP89479330,AST12256288,OFF14751567,Initial,Pending,2019-01-24,2023-06-01,219980.84,OK,Good
INSP72006636,AST92608745,OFF24115478,Annual,Active,2022-02-06,2019-12-06,225988.24,OK,Excellent
INSP39820039,AST94143257,OFF66652272,Annual,Cancelled,2023-08-04,2024-08-22,221645.41,OK,Poor
INSP25364221,AST08454673,OFF75263108,Annual,Closed,2021-04-21,2020-03-20,85761.49,OK,Good
INSP85431823,AST50715332,OFF17846489,Annual,Cancelled,2022-07-29,2020-07-27,92945.36,OK,Good
INSP19687234,AST04356688,OFF35551499,Annual,Closed,2024-10-18,2021-02-02,221235.27,OK,Fair
INSP96242801,AST41001000,OFF96399550,Initial,Cancelled,2020-02-02,2023-01-17,155017.85,OK,Good
INSP03548482,AST39883425,OFF56801821,Initial,Active,2024-07-23,2020-07-28,157455.72,OK,Good
INSP58260653,AST21424763,OFF64901519,Annual,Cancelled,2023-10-07,2020-07-04,210271.51,OK,Excellent
INSP18645019,AST97647638,OFF91063286,Annual,Active,2023-01-14,2019-06-03,38033.73,OK,Good
INSP31439111,AST86788029,OFF29265631,Annual,Active,2021-11-15,2021-05-31,65780.55,OK,Fair
INSP18232672,AST21791878,OFF24699991,Annual,Active,2019-05-17,2019-09-11,205112.05,OK,Poor
INSP49672434,AST40992438,OFF59182607,Annual,Cancelled,2020-09-23,2025-11-30,156213.06,OK,Poor
INSP03950167,AST07120321,OFF52527339,Initial,Closed,2024-11-19,2021-02-22,73334.24,OK,Fair
INSP26475329,AST49285445,OFF95863451,Annual,Cancelled,2025-09-21,2022-09-07,48525.05,OK,Poor
INSP91261240,AST37273440,OFF19643012,Follow-up,Cancelled,2018-08-15,2025-03-28,81901.27,OK,Good
INSP13532887,AST58294476,OFF61730458,Annual,Active,2025-05-13,2020-02-22,225274.06,OK,Fair
INSP89944080,AST15855302,OFF98890633,Follow-up,Cancelled,2021-04-27,2021-09-28,203771.01,OK,Fair
INSP06431570,AST73276360,OFF17809464,Follow-up,Active,2020-02-07,2025-06-09,116568.62,OK,Good
INSP71778615,AST64887204,OFF47267581,Annual,Active,2025-05-15,2020-04-22,84789.31,OK,Poor
INSP81564196,AST06836644,OFF29578637,Follow-up,Pending,2023-10-01,2020-01-10,91005.49,OK,Good
INSP51248622,AST26170985,OFF81504061,Follow-up,Closed,2019-05-02,2021-03-15,85718.02,OK,Fair
INSP49868842,AST07307138,OFF38096042,Initial,Cancelled,2020-06-17,2023-01-09,14193.99,OK,Fair
INSP75346305,AST99553044,OFF20046875,Initial,Active,2025-11-11,2020-10-24,180982.71,OK,Poor
INSP07736060,AST62623610,OFF22791188,Annual,Pending,2024-11-29,2025-11-30,6576.35,OK,Excellent
INSP24778521,AST09349552,OFF57370233,Annual,Pending,2021-12-20,2023-04-20,62565.05,OK,Fair
INSP42149496,AST03535211,OFF62252828,Follow-up,Active,2021-06-07,2025-09-01,66180.84,OK,Excellent
INSP24321557,AST81144349,OFF12762231,Initial,Cancelled,2018-12-24,2024-04-17,74783.18,OK,Good
INSP01419528,AST36714750,OFF86556359,Follow-up,Closed,2024-01-01,2025-08-06,98904.53,OK,Poor
INSP53419315,AST33136909,OFF54869403,Annual,Pending,2021-04-08,2022-09-05,59483.34,OK,Fair
INSP25246936,AST57650404,OFF72490684,Annual,Pending,2022-08-19,2023-08-06,220932.52,OK,Good
INSP97856272,AST62623610,OFF61216109,Initial,Pending,2018-12-06,2023-05-11,236338.02,OK,Poor
INSP56929803,AST20151204,OFF67213957,Initial,Active,2024-03-30,2024-05-24,247232.13,OK,Excellent
INSP76095828,AST90522856,OFF46353094,Follow-up,Closed,2022-01-14,2018-03-20,159782.0,OK,Good
INSP82579505,AST86580863,OFF49465159,Follow-up,Closed,2024-05-15,2024-01-22,63673.87,OK,Poor
INSP04771909,AST24414681,OFF70709924,Follow-up,Closed,2018-12-17,2020-04-01,240110.74,OK,Poor
INSP22996102,AST23066353,OFF16744496,Annual,Pending,2025-02-27,2018-01-14,92355.66,OK,Good
INSP01513159,AST89785383,OFF44209643,Follow-up,Active,2023-03-21,2024-01-24,220953.38,OK,Excellent
INSP61639984,AST90859325,OFF27338714,Follow-up,Closed,2021-04-25,2020-02-25,19387.7,OK,Fair
INSP80194489,AST91371060,OFF36288831,Annual,Active,2023-11-27,2019-09-23,15246.57,OK,Good
INSP89142003,AST72591556,OFF25675051,Annual,Closed,2021-11-28,2020-12-21,9176.6,OK,Excellent
INSP39395066,AST15264642,OFF75891323,Initial,Closed,2024-06-17,2020-07-09,53018.49,OK,Fair
INSP09445022,AST34056932,OFF34030869,Follow-up,Active,2024-04-20,2018-03-18,160319.68,OK,Good
INSP73512031,AST94411249,OFF10693951,Annual,Closed,2021-09-17,2020-08-27,128194.01,OK,Good
INSP98792722,AST86683117,OFF29122996,Follow-up,Closed,2024-06-05,2018-12-10,113237.16,OK,Excellent
INSP21216665,AST83376531,OFF05137200,Follow-up,Cancelled,2025-09-24,2021-01-21,32200.81,OK,Excellent
INSP15722739,AST66639528,OFF64901519,Annual,Pending,2020-07-03,2023-02-26,104531.63,OK,Excellent
INSP31417482,AST80394145,OFF66502598,Follow-up,Active,2025-01-02,2023-02-18,240730.96,OK,Fair
INSP92483981,AST04782004,OFF67086731,Initial,Cancelled,2023-11-07,2024-08-19,145576.43,OK,Fair
INSP04372297,AST27632148,OFF67667582,Initial,Pending,2019-11-11,2025-06-09,64172.81,OK,Excellent
INSP61277900,AST53881546,OFF39764702,Initial,Pending,2021-03-22,2020-06-06,157356.46,OK,Fair
INSP38339288,AST07505034,OFF86482622,Initial,Active,2019-03-06,2019-11-26,22727.36,OK,Poor
INSP45410646,AST08234484,OFF78106328,Annual,Pending,2024-09-18,2022-04-21,30600.46,OK,Good
INSP72181710,AST81832811,OFF06630646,Follow-up,Cancelled,2024-11-15,2024-08-12,219064.9,OK,Poor
INSP59393951,AST08821124,OFF48642101,Annual,Cancelled,2024-05-05,2021-08-17,185911.24,OK,Fair
INSP69269130,AST92176226,OFF84613058,Annual,Closed,2025-07-01,2024-07-06,136018.89,OK,Good
INSP32994492,AST96460461,OFF34211069,Annual,Cancelled,2022-03-01,2025-01-23,136436.06,OK,Good
INSP31129772,AST48003888,OFF39403391,Initial,Cancelled,2021-08-05,2019-09-15,245845.23,OK,Excellent
INSP83959979,AST97970441,OFF19441054,Follow-up,Closed,2020-03-15,2019-11-08,238367.65,OK,Good
INSP73759684,AST43923108,OFF59126789,Follow-up,Cancelled,2020-01-06,2020-02-11,114023.39,OK,Fair
INSP54357995,AST67362951,OFF91835594,Annual,Active,2021-04-24,2019-12-19,226883.76,OK,Fair
INSP90754110,AST56338686,OFF57274396,Annual,Pending,2020-03-17,2024-10-06,204113.27,OK,Fair
INSP16695218,AST79733407,OFF59523548,Annual,Active,2025-10-20,2022-12-19,107148.56,OK,Fair
INSP49671584,AST70278336,OFF09334800,Follow-up,Closed,2023-01-23,2019-07-05,212523.07,OK,Fair
INSP91344197,AST03856203,OFF72548536,Follow-up,Active,2020-04-13,2025-04-10,123683.86,OK,Fair
INSP85581372,AST43951391,OFF02344992,Annual,Cancelled,2023-07-26,2022-10-30,123688.18,OK,Fair
INSP37977748,AST86604704,OFF83238031,Initial,Closed,2025-11-24,2025-06-13,229268.16,OK,Fair
INSP94532348,AST36226195,OFF28865149,Initial,Active,2019-10-18,2023-09-23,185032.9,OK,Excellent
INSP34369752,AST98344505,OFF14927011,Annual,Cancelled,2021-09-03,2022-01-04,163658.58,OK,Poor
INSP76738583,AST76435237,OFF89763933,Annual,Closed,2024-11-10,2018-03-12,24766.62,OK,Fair
INSP40033735,AST02448572,OFF64885051,Annual,Cancelled,2021-10-31,2018-12-15,23613.35,OK,Fair
INSP36251075,AST37945768,OFF36844485,Initial,Cancelled,2024-09-25,2022-03-16,235157.02,OK,Excellent
INSP03191268,AST18027725,OFF63769421,Follow-up,Cancelled,2019-12-24,2022-02-19,124980.04,OK,Poor
INSP71526755,AST92487735,OFF14730212,Annual,Cancelled,2019-04-19,2020-08-29,9132.54,OK,Fair
INSP36702342,AST37029240,OFF39471021,Initial,Closed,2020-02-20,2022-12-29,10911.96,OK,Excellent
INSP85383439,AST83916387,OFF91424569,Follow-up,Active,2024-02-09,2018-03-17,19189.37,OK,Poor
INSP66379834,AST51501142,OFF65492165,Follow-up,Pending,2020-02-23,2018-11-08,152138.6,OK,Good
INSP76399149,AST12314981,OFF75263874,Follow-up,Pending,2020-11-10,2024-02-18,84615.43,OK,Good
INSP57061276,AST42528360,OFF91962104,Initial,Active,2023-12-01,2018-08-24,10436.37,OK,Good
INSP94139817,AST83081542,OFF50656766,Annual,Cancelled,2023-08-04,2019-09-10,211187.51,OK,Excellent
INSP73114709,AST41761985,OFF73459256,Annual,Active,2023-02-12,2018-07-21,182094.69,OK,Excellent
INSP60811470,AST90231835,OFF06612163,Annual,Cancelled,2025-07-17,2025-07-25,78041.34,OK,Excellent
INSP03943759,AST08274133,OFF30253161,Annual,Cancelled,2019-11-17,2020-04-04,67720.82,OK,Fair
INSP08580125,AST90566941,OFF72437162,Follow-up,Cancelled,2019-01-11,2025-09-23,171013.44,OK,Excellent
INSP85528965,AST58423032,OFF63524424,Annual,Closed,2019-11-07,2023-02-20,25556.73,OK,Good
INSP93752065,AST22838402,OFF55839867,Initial,Cancelled,2022-09-05,2025-10-04,13456.49,OK,Poor
INSP87929262,AST96120455,OFF12098499,Annual,Active,2024-04-02,2022-06-19,47009.38,OK,Good
INSP21719570,AST56638908,OFF70188268,Follow-up,Closed,2025-10-07,2025-12-27,43980.49,OK,Fair
INSP86837084,AST60480743,OFF02504043,Initial,Closed,2022-10-21,2019-01-16,39557.72,OK,Good
INSP47871262,AST22570492,OFF75539685,Annual,Cancelled,2018-01-27,2020-04-10,244882.96,OK,Excellent
INSP53621431,AST29704627,OFF14351019,Follow-up,Pending,2023-07-20,2025-05-30,122318.35,OK,Good
INSP73171892,AST04910914,OFF57767231,Follow-up,Closed,2025-10-30,2024-05-31,226219.78,OK,Poor
INSP20817155,AST31271341,OFF15630178,Annual,Cancelled,2020-09-23,2023-05-17,148243.33,OK,Poor
INSP73149305,AST72806164,OFF43440713,Annual,Pending,2018-11-07,2025-11-04,214052.98,OK,Good
INSP36376169,AST17006175,OFF50516672,Annual,Pending,2022-06-20,2018-11-20,210389.94,OK,Poor
INSP84201653,AST24069943,OFF41825381,Annual,Closed,2021-02-08,2025-06-20,56061.43,OK,Fair
INSP85344609,AST32042926,OFF72983343,Initial,Active,2023-05-18,2022-01-11,166370.17,OK,Poor
INSP63871362,AST84189392,OFF36752542,Initial,Cancelled,2019-11-22,2024-03-19,81677.78,OK,Fair
INSP75844770,AST18423749,OFF15533247,Annual,Cancelled,2024-04-29,2018-05-02,122241.93,OK,Poor
INSP62394631,AST29424578,OFF20370410,Initial,Cancelled,2018-07-26,2021-11-29,109876.45,OK,Good
INSP92267801,AST33666267,OFF77635931,Follow-up,Active,2019-12-10,2024-08-15,136843.42,OK,Excellent
INSP86912000,AST12502140,OFF54885605,Initial,Closed,2022-09-19,2024-01-04,176912.42,OK,Fair
INSP72896124,AST25003747,OFF02459516,Follow-up,Closed,2024-09-02,2019-03-28,194001.51,OK,Poor
INSP59456077,AST35041525,OFF27459586,Annual,Active,2023-10-21,2020-05-29,44945.09,OK,Excellent
INSP80829005,AST89476605,OFF25085656,Annual,Pending,2020-06-26,2018-05-15,21315.49,OK,Good
INSP27588249,AST06814994,OFF00064023,Follow-up,Closed,2024-03-31,2019-07-23,214745.34,OK,Good
INSP25182557,AST28565889,OFF54857061,Follow-up,Closed,2019-03-26,2021-03-20,180199.34,OK,Poor
INSP26671704,AST63621674,OFF29439350,Annual,Closed,2025-10-21,2019-12-19,57353.36,OK,Excellent
INSP79390882,AST97691154,OFF89596918,Initial,Pending,2019-08-28,2025-03-29,123402.9,OK,Good
INSP59946848,AST06837542,OFF60598277,Annual,Cancelled,2024-02-01,2018-06-26,129276.07,OK,Good
INSP39160471,AST53283325,OFF18829712,Follow-up,Cancelled,2024-05-11,2024-12-25,121197.51,OK,Good
INSP73698499,AST86927474,OFF00003196,Annual,Cancelled,2018-04-25,2022-06-24,163349.27,OK,Excellent
INSP92472697,AST73749620,OFF15823049,Follow-up,Active,2025-09-08,2025-10-22,97410.33,OK,Good
INSP62740887,AST35225424,OFF16976433,Initial,Active,2021-12-05,2025-05-25,128434.53,OK,Good
INSP08550324,AST65194645,OFF17569772,Annual,Pending,2018-11-01,2024-01-14,104053.61,OK,Good
INSP02942130,AST02036550,OFF76582484,Initial,Active,2023-06-15,2021-06-24,207641.29,OK,Fair
INSP93165091,AST03195468,OFF15206550,Annual,Pending,2023-05-14,2025-03-10,110578.25,OK,Good
INSP24703621,AST52704317,OFF34670216,Annual,Pending,2020-10-10,2021-04-15,32355.71,OK,Poor
INSP10032206,AST52651178,OFF35351198,Initial,Closed,2020-10-24,2022-06-09,249551.6,OK,Good
INSP16173914,AST70660461,OFF35422088,Follow-up,Pending,2024-03-31,2019-10-24,115830.0,OK,Poor
INSP08499244,AST30904987,OFF67882981,Follow-up,Cancelled,2019-03-18,2018-06-09,71149.21,OK,Poor
INSP77825470,AST03017024,OFF42434590,Follow-up,Active,2022-05-24,2020-06-23,102086.04,OK,Poor
INSP30250478,AST39175970,OFF52022301,Initial,Cancelled,2024-05-26,2025-04-20,18470.79,OK,Poor
INSP01194812,AST73559734,OFF13043330,Annual,Cancelled,2022-06-19,2021-07-28,39480.35,OK,Fair
INSP28893928,AST98372428,OFF45920154,Follow-up,Pending,2025-10-11,2024-10-19,243553.83,OK,Excellent
INSP85877518,AST43279618,OFF57038741,Follow-up,Closed,2024-06-22,2025-05-27,46219.04,OK,Excellent
INSP86112818,AST66281727,OFF95560549,Follow-up,Pending,2018-06-13,2019-07-20,230044.1,OK,Excellent
INSP68490263,AST38699757,OFF61629778,Annual,Active,2022-10-01,2020-08-31,215023.64,OK,Fair
INSP17438197,AST51262819,OFF98031136,Follow-up,Active,2025-02-07,2020-03-30,237845.24,OK,Good
INSP79106994,AST80014242,OFF57208609,Annual,Closed,2022-07-03,2023-04-28,57251.51,OK,Good
INSP88262726,AST75560313,OFF57125777,Annual,Cancelled,2020-08-06,2022-04-13,185282.68,OK,Fair
INSP64689633,AST47223930,OFF66023327,Initial,Pending,2023-07-03,2025-08-21,213047.03,OK,Good
INSP64672976,AST04210356,OFF38603245,Follow-up,Cancelled,2022-12-09,2024-10-02,123084.21,OK,Good
INSP19070456,AST33824892,OFF52124199,Initial,Active,2025-08-23,2020-10-09,226754.58,OK,Excellent
INSP20962385,AST38803841,OFF64169502,Follow-up,Active,2020-05-21,2021-04-03,127512.48,OK,Poor
INSP01069729,AST78546099,OFF27820951,Follow-up,Active,2025-10-08,2024-02-23,148518.26,OK,Good
INSP73532783,AST29176540,OFF70941266,Follow-up,Pending,2018-09-11,2024-12-22,232181.85,OK,Excellent
INSP82723071,AST98563233,OFF24394512,Follow-up,Pending,2025-06-14,2018-01-20,142467.1,OK,Excellent
INSP52987673,AST80468983,OFF71031123,Initial,Active,2020-10-17,2022-09-19,30228.36,OK,Poor
INSP64780643,AST12411534,OFF06732141,Initial,Active,2024-11-29,2025-01-03,35415.33,OK,Fair
INSP95550330,AST10184693,OFF85585556,Follow-up,Active,2022-12-02,2020-02-06,13161.51,OK,Poor
INSP67203731,AST31492288,OFF69076812,Follow-up,Active,2018-04-03,2018-08-11,88805.66,OK,Excellent
INSP43092327,AST80855675,OFF14859093,Initial,Pending,2019-10-07,2023-11-08,146902.35,OK,Poor
INSP34783658,AST93937222,OFF52229194,Annual,Closed,2025-04-14,2025-03-12,193771.88,OK,Fair
INSP89182866,AST02436164,OFF74884313,Annual,Cancelled,2022-01-24,2018-02-10,246172.56,OK,Fair
INSP48242952,AST91005720,OFF14189262,Follow-up,Pending,2018-12-14,2023-10-08,117069.57,OK,Excellent
INSP82447701,AST96506561,OFF55484170,Annual,Pending,2018-04-22,2022-06-17,73570.61,OK,Good
INSP40216206,AST93693115,OFF39661487,Follow-up,Cancelled,2018-11-04,2025-11-23,129473.84,OK,Good
INSP14326446,AST90002163,OFF64172209,Initial,Pending,2022-02-16,2022-05-01,19279.05,OK,Fair
INSP39440343,AST83303237,OFF18517174,Annual,Cancelled,2024-11-07,2020-06-29,44861.17,OK,Excellent
INSP01183842,AST63908728,OFF05640868,Initial,Active,2019-09-09,2019-08-27,27243.8,OK,Excellent
INSP14355712,AST23418740,OFF98995924,Follow-up,Pending,2021-08-26,2018-07-31,67711.24,OK,Poor
INSP99093961,AST09440029,OFF25145741,Follow-up,Active,2019-08-08,2021-05-23,42092.88,OK,Excellent
INSP97385628,AST46062618,OFF86778577,Follow-up,Closed,2023-05-11,2018-12-13,184639.57,OK,Fair
INSP33095624,AST73156096,OFF08845904,Follow-up,Cancelled,2018-10-09,2024-02-20,81642.83,OK,Poor
INSP77967964,AST55871424,OFF14377609,Follow-up,Pending,2018-07-18,2020-05-30,64169.71,OK,Fair
INSP15210452,AST97939186,OFF64127184,Initial,Active,2021-07-09,2019-11-21,26223.14,OK,Fair
INSP23858312,AST52992263,OFF44928775,Follow-up,Pending,2020-06-04,2021-12-15,222121.71,OK,Fair
INSP11970660,AST21455173,OFF67741095,Initial,Closed,2019-03-30,2019-09-06,138552.15,OK,Excellent
INSP98312400,AST33801440,OFF83124594,Follow-up,Pending,2018-07-21,2018-07-07,76004.24,OK,Fair
INSP71974516,AST47422342,OFF83348600,Initial,Pending,2024-09-19,2022-07-04,182487.76,OK,Fair
INSP29055409,AST57799307,OFF42965927,Initial,Closed,2020-10-24,2018-08-31,52375.64,OK,Excellent
INSP25402236,AST91005720,OFF71003548,Follow-up,Closed,2018-11-14,2020-01-05,242747.78,OK,Poor
INSP95514195,AST68849119,OFF76166272,Follow-up,Cancelled,2024-05-27,2022-03-30,70031.54,OK,Good
